Billing document,Billing Type,Calendar Day,Material group,,Plant,,Sales Office,,Sold-to party,Billing Qty:Base UoM
5010601724,ZP01,04.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22799,4
5010601725,ZP01,04.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1000,NCR Zonal Office,25524,5
5010601726,ZP01,04.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26702,1
5010601727,ZP01,04.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26702,21
5010601729,ZP01,04.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,31305,21
5010601730,ZP01,04.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1400,BHOPAL Zonal Office,30140,16
5010601777,ZP01,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,29477,21
5010601782,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,4200,BENGALURU ZNL Office,23079,21
5010601783,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1000,NCR Zonal Office,20376,20
5010601784,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,31582,15
5010601785,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22858,10
5010601787,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22858,4
5010601788,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,30630,16
5010601789,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22858,2
5010601790,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010601791,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,15
5010601792,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,13
5010601794,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31887,4
5010601795,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22334,5
5010601796,ZP01,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31887,10
5010601797,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31887,2
5010601799,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,22029,16
5010601802,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31256,21
5010601807,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,30798,16
5010601809,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,20637,8
5010601810,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,20633,7
5010601811,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,27050,15
5010601812,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21813,16
5010601813,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31272,16
5010601814,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010601815,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,31584,15
5010601816,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31257,5
5010601817,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,15
5010601818,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,14
5010601819,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010601820,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1400,BHOPAL Zonal Office,30844,11
5010601821,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1400,BHOPAL Zonal Office,30939,5
5010601822,ZP01,05.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30475,12
5010601825,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30475,3
5010601826,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,15
5010601827,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,6
5010601828,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1000,NCR Zonal Office,31402,11.9
5010601829,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31402,8
5010601830,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010601831,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31402,29.5
5010601832,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31257,16
5010601833,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010601834,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26207,16
5010601835,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,26207,5
5010601836,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,15
5010601837,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,32123,15
5010601838,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,27746,1.98
5010601839,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,29409,3
5010601841,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21041,16
5010601842,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21453,25
5010601843,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601844,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,4100,HYDERABAD ZNL Office,25095,16
5010601845,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4200,BENGALURU ZNL Office,23222,21
5010601846,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31093,15
5010601847,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601848,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601849,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,15
5010601850,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,26910,13
5010601853,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601854,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601855,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601856,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601857,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601858,ZP01,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,26726,10
5010601859,ZP01,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31847,10
5010601860,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601861,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601862,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601863,ZP01,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31847,11
5010601864,ZP01,05.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22083,16
5010601865,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601866,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601867,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32105,17
5010601868,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32105,17
5010601869,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32105,17
5010601870,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32105,17
5010601871,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010601872,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010601873,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010601874,ZP13,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32030,17
5010601875,ZP01,05.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22325,6
5010601876,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22325,3
5010601877,ZP01,05.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22325,7
5010601878,ZP01,05.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,4100,HYDERABAD ZNL Office,29579,5
5010601879,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,32020,11.953
5010601880,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1000,NCR Zonal Office,32020,3.976
5010601882,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601884,ZP13,05.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,32031,17
5010601885,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31158,10
5010601886,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31158,11
5010601887,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21827,10
5010601888,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21827,6
5010601889,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010601890,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,27720,5
5010601892,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31223,21
5010601894,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31267,21
5010601895,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31254,16
5010601896,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1200,JAIPUR Zonal Office,24535,15
5010601898,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,17
5010601899,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,4
5010601900,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4200,BENGALURU ZNL Office,22961,21
5010601901,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,29477,21
5010601903,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,31600,15
5010601904,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,30893,16
5010601906,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4200,BENGALURU ZNL Office,23277,21
5010601907,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,4000,CHENNAI Zonal Office,23824,10
5010601908,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,4000,CHENNAI Zonal Office,23824,11
5010601909,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31923,16
5010601910,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31259,21
5010601911,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,26726,25
5010601912,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31278,16
5010601913,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31267,21
5010601914,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,31070,21
5010601915,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31222,21
5010601916,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,26726,16
5010601917,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,20102,20
5010601918,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21437,16
5010601919,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010601920,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,15
5010601921,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,4
5010601922,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010601923,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1400,BHOPAL Zonal Office,30062,25
5010601924,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010601926,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,20
5010601927,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010601928,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,22
5010601929,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31222,21
5010601930,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601931,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601932,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601933,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30475,12
5010601934,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30475,8
5010601935,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31916,9
5010601936,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31916,6
5010601937,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,25
5010601938,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31263,20
5010601939,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21777,21
5010601940,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,31267,21
5010601941,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010601942,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010601943,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,20
5010601944,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010601945,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601946,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,3000,KOLKATA Zonal Office,31307,21
5010601947,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,30684,16
5010601948,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601949,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601950,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601951,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601952,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601953,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601954,ZP13,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,9000,Export Sales Office,30971,17
5010601955,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30222,15
5010601956,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,30222,5
5010601957,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,22
5010601958,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010601959,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21777,21
5010601960,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29171,8
5010601961,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29171,2
5010601963,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,29171,6
5010601964,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,4100,HYDERABAD ZNL Office,28221,5
5010601965,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4100,HYDERABAD ZNL Office,24158,16
5010601966,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,14.5
5010601967,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,28761,16
5010601968,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,18
5010601969,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010601970,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,31588,7
5010601971,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31262,16
5010601972,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,27655,14
5010601973,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,27655,2
5010601974,ZP01,06.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,4000,CHENNAI Zonal Office,28446,12
5010601975,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,4000,CHENNAI Zonal Office,28376,9
5010601976,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,26474,1.75
5010601977,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2100,AHMEDABAD ZNL Office,22705,16
5010601978,ZP01,06.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,26474,13.5
5010601979,ZP01,06.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010601980,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,21
5010601981,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010601982,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,14.5
5010601983,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31570,11
5010601984,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,31570,5
5010601985,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,25769,8
5010601986,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,25769,1
5010601987,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,15
5010601988,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,4200,BENGALURU ZNL Office,23277,21
5010601989,ZP01,06.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010601990,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,21034,9
5010601991,ZP01,06.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,1300,LUCKNOW Zonal Office,21034,6
5010601992,ZP01,06.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21034,6
5010601994,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,26661,15
5010601995,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,4200,BENGALURU ZNL Office,23001,21
5010601996,ZP01,07.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21827,16
5010601997,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,26661,15
5010601998,ZP01,07.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,27303,15
5010601999,ZP01,07.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,26726,21
5010602000,ZP01,07.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,21
5010602001,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1100,CHANDIGARH ZNLOffice,26661,15
5010602002,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,20231,9
5010602003,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,1000,NCR Zonal Office,31402,7
5010602004,ZP01,07.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,1300,LUCKNOW Zonal Office,28342,10
5010602005,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,5
5010602006,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,16
5010602007,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,2000,MUMBAI Zonal Office,21517,21
5010602008,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25.5
5010602009,ZP01,07.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2100,AHMEDABAD ZNL Office,30627,21
5010602010,ZP01,07.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,29634,16
5010602011,ZP01,07.01.2018,FG0003,LLDPE - GLENE,5010,Pata-PC,2000,MUMBAI Zonal Office,21445,21
5010602012,ZP01,07.01.2018,FG0002,HDPE - GLEX,5010,Pata-PC,2100,AHMEDABAD ZNL Office,28761,16
5010602013,ZP01,07.01.2018,FG0014,HDPE 2 - GLEX,5010,Pata-PC,1200,JAIPUR Zonal Office,28601,15
5010602014,ZP01,07.01.2018,FG0001,HDPE - GLENE,5010,Pata-PC,1300,LUCKNOW Zonal Office,21081,20
5010602015,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25
5010602016,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31325,25
5010602017,ZP01,07.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31263,21
5010602018,ZP01,07.01.2018,FG0022,HDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31263,21
5010602019,ZP01,07.01.2018,FG0023,LLDPE U PC-II,5010,Pata-PC,2000,MUMBAI Zonal Office,31331,25.5
