"Material.group","Plant","Sales.Office","Billing.Qty.Base.UoM","Lower_Predicted_Value","Higher_Predicted_Value","Date"
"FG0001",5136,"1100",3,170160.51842384,171862.123608079,2018-03-23
"FG0001",5136,"1100",5,378203.554622293,381985.590168515,2018-04-07
"FG0014",5137,"4100",8,699455.820906162,706450.379115224,2018-01-01
"FG0023",5137,"4100",0.2,-110367.57900846,-111471.254798545,2018-01-02
"FG0023",5137,"4100",1.8,55712.1344365627,56269.2557809283,2018-01-02
"FG0014",5137,"4100",2,76327.134530291,77090.4058755939,2018-01-03
"FG0014",5137,"4100",2,76327.134530291,77090.4058755939,2018-01-03
"FG0023",5137,"4100",5,387706.680848122,391583.747656603,2018-01-03
"FG0014",5137,"4100",6,491526.41814287,496441.682324299,2018-01-03
"FG0014",5137,"4100",10,906725.701755434,915792.958772989,2018-01-03
"FG0014",5137,"4100",10,906725.701755434,915792.958772989,2018-01-03
"FG0001",5137,"4100",4,264814.931641579,267463.080957994,2018-01-03
"FG0014",5137,"4100",3,180126.955433428,181928.224987763,2018-01-03
"FG0001",5137,"4100",7,576214.394351006,581976.538294516,2018-01-03
"FG0014",5137,"4100",2,76162.2540517896,76923.8765923075,2018-01-04
"FG0023",5137,"4100",2.7,148802.212292388,150290.234415312,2018-01-04
"FG0023",5137,"4100",1.3,3482.4630279839,3517.28765826374,2018-01-04
"FG0002",5137,"4100",1,-27098.7173133343,-27369.7044864677,2018-01-04
"FG0014",5137,"4100",3,179962.074954927,181761.695704476,2018-01-04
"FG0002",5137,"4100",2,76536.2231113166,77301.5853424297,2018-01-05
"FG0023",5137,"4100",6,491176.740794271,496088.508202214,2018-01-05
"FG0023",5137,"4100",2,75317.9352676868,76071.1146203637,2018-01-09
"FG0001",5137,"4100",2,56226.0069642812,56788.267033924,2018-01-09
"FG0002",5137,"4100",1,-28088.0001843423,-28368.8801861857,2018-01-10
"FG0023",5137,"4100",2,75153.0547891855,75904.5853370774,2018-01-10
"FG0023",5137,"4100",2,75153.0547891855,75904.5853370774,2018-01-10
"FG0023",5137,"4100",2.7,147812.92942138,149291.058715594,2018-01-10
"FG0023",5137,"4100",3.3,210092.821963266,212193.750182898,2018-01-10
"FG0002",5137,"4100",1,-28088.0001843423,-28368.8801861857,2018-01-10
"FG0002",5137,"4100",5,387111.283428237,390982.396262519,2018-01-10
"FG0014",5137,"4100",5,386572.433890209,390438.158229111,2018-01-10
"FG0001",5137,"4100",3.975,261065.772769481,263676.430497176,2018-01-10
"FG0014",5137,"4100",1,-28626.8497223705,-28913.1182195942,2018-01-10
"FG0014",5137,"4100",2,75172.9711807817,75924.7008925895,2018-01-10
"FG0014",5137,"4100",2,75172.9711807817,75924.7008925895,2018-01-10
"FG0023",5137,"4100",1,-28811.6465924531,-29099.7630583777,2018-01-11
"FG0023",5137,"4100",5,386387.637020126,390251.513390327,2018-01-11
"FG0023",5137,"4100",3,178787.995213836,180575.875165975,2018-01-11
"FG0023",5137,"4100",2,74823.2938321978,75571.5267705198,2018-01-12
"FG0023",5137,"4100",1.7,43683.3475612551,44120.1810368676,2018-01-12
"FG0023",5137,"4100",1.3,2163.41919998825,2185.05339198813,2018-01-12
"FG0023",5137,"4100",4,282422.935638487,285247.164994872,2018-01-12
"FG0003",5137,"4100",2,70427.5936369002,71131.8695732692,2018-01-13
"FG0023",5137,"4100",6.7,562517.57159847,568142.747314455,2018-01-13
"FG0023",5137,"4100",2,74163.7719181925,74905.4096373744,2018-01-16
"FG0023",5137,"4100",2,73998.8914396912,74738.8803540881,2018-01-17
"FG0023",5137,"4100",6,489198.17505227,494090.156802793,2018-01-17
"FG0014",5137,"4100",5,385418.270540714,389272.453246121,2018-01-17
"FG0001",5137,"4100",4,262506.604942575,265131.670992001,2018-01-17
"FG0003",5137,"4100",3,173567.892626032,175303.571552293,2018-01-17
"FG0014",5137,"4100",1,-29781.0130718648,-30078.8232025835,2018-01-17
"FG0003",5137,"4100",8.5,744466.907593325,751911.576669258,2018-01-17
"FG0023",5137,"4100",5,385398.354149118,389252.337690609,2018-01-17
"FG0001",5137,"4100",2,54906.9631362855,55456.0327676484,2018-01-17
"FG0003",5137,"4100",7,588767.176238611,594654.848000997,2018-01-17
"FG0003",5137,"4100",7,588767.176238611,594654.848000997,2018-01-17
"FG0023",5137,"4100",6,489198.17505227,494090.156802793,2018-01-17
"FG0023",5137,"4100",12,1111997.10047112,1123117.07147584,2018-01-17
"FG0023",5137,"4100",12,1111997.10047112,1123117.07147584,2018-01-17
"FG0002",5137,"4100",2,74557.6573693156,75303.2339430088,2018-01-17
"FG0002",5137,"4100",3,178357.478272453,180141.053055177,2018-01-17
"FG0002",5137,"4100",3,178357.478272453,180141.053055177,2018-01-17
"FG0014",5137,"4100",3,177818.628734425,179596.815021769,2018-01-17
"FG0014",5137,"4100",3,177818.628734425,179596.815021769,2018-01-17
"FG0023",5137,"4100",8,696797.81685856,703765.795027145,2018-01-17
"FG0002",5137,"4100",4,282157.299175605,284978.872167361,2018-01-17
"FG0002",5137,"4100",4,282157.299175605,284978.872167361,2018-01-17
"FG0001",5137,"4100",11,988775.590307578,998663.346210654,2018-01-19
"FG0001",5137,"4100",5,365976.66488871,369636.431537597,2018-01-19
"FG0023",5137,"4100",1,-30130.6904204637,-30431.9973246683,2018-01-19
"FG0014",5137,"4100",3.5,228894.136793494,231183.078161429,2018-01-22
"FG0002",5137,"4100",4,281332.896783099,284146.22575093,2018-01-22
"FG0023",5137,"4100",2,73174.4890471846,73906.2339376564,2018-01-22
"FG0002",5137,"4100",3,177203.314922944,178975.348072173,2018-01-24
"FG0002",5137,"4100",2,73403.4940198064,74137.5289600044,2018-01-24
"FG0023",5137,"4100",3,176644.548993319,178410.994483252,2018-01-24
"FG0023",5137,"4100",4.5,332344.280348033,335667.723151513,2018-01-24
"FG0023",5137,"4100",5,384244.190799609,388086.632707605,2018-01-24
"FG0002",5137,"4100",1,-30396.3268833458,-30700.2901521793,2018-01-24
"FG0003",5137,"4100",5,380013.371082813,383813.504793641,2018-01-24
"FG0023",5137,"4100",5,384244.190799609,388086.632707605,2018-01-24
"FG0023",5137,"4100",2,72844.7280901819,73573.1753710838,2018-01-24
"FG0023",5137,"4100",2.5,124744.638541758,125992.084927176,2018-01-24
"FG0023",5137,"4100",9,799443.474412188,807437.90915631,2018-01-24
"FG0023",5137,"4100",6,488044.011702761,492924.451819789,2018-01-24
"FG0023",5137,"4100",6,488044.011702761,492924.451819789,2018-01-24
"FG0014",5137,"4100",4,280464.286288068,283268.929150948,2018-01-24
"FG0002",5137,"4100",4,281003.135826096,283813.167184357,2018-01-24
"FG0002",5137,"4100",2,73403.4940198064,74137.5289600044,2018-01-24
"FG0023",5137,"4100",3.5,228544.459444895,230829.904039344,2018-01-24
"FG0002",5137,"4100",2,73403.4940198064,74137.5289600044,2018-01-24
"FG0002",5137,"4100",2,72579.0916272998,73304.8825435728,2018-01-29
"FG0001",5137,"4100",3,156563.337818906,158128.971197095,2018-01-30
"FG0002",5137,"4100",5,383648.793379739,387485.281313536,2018-01-31
"FG0014",5137,"4100",2,71710.4811322838,72427.5859436066,2018-01-31
"FG0014",5137,"4100",3.5,227410.212486997,229684.314611867,2018-01-31
"FG0014",5137,"4100",0.5,-83989.2502224296,-84829.1427246539,2018-01-31
"FG0023",5137,"4100",1,-32109.2561624646,-32430.3487240893,2018-01-31
"FG0023",5137,"4100",4,279290.206546977,282083.108612447,2018-01-31
"FG0002",5137,"4100",6,487448.614282891,492323.10042572,2018-01-31
"FG0001",5137,"4100",13,1194396.66637187,1206340.63303559,2018-01-31
"FG0002",5137,"4100",2,72249.330670312,72971.8239770152,2018-01-31
"FG0002",5137,"4100",14,1317847.18150803,1331025.65332311,2018-01-31
"FG0002",5137,"4100",1.5,20349.4202187359,20552.9144209233,2018-01-31
"FG0002",5137,"4100",0.5,-83450.4006844014,-84284.9046912454,2018-01-31
"FG0001",5137,"4100",6,469890.119227022,474589.020419292,2018-02-05
"FG0003",5137,"4100",2,69222.1832440495,69914.40507649,2018-02-07
"FG0014",5137,"4100",3,177272.740255579,179045.467658135,2018-02-07
"FG0003",5137,"4100",2,69222.1832440495,69914.40507649,2018-02-07
"FG0003",5137,"4100",2,69222.1832440495,69914.40507649,2018-02-07
"FG0003",5137,"4100",2,69222.1832440495,69914.40507649,2018-02-07
"FG0014",5137,"4100",3,177272.740255579,179045.467658135,2018-02-07
"FG0023",5137,"4100",2,73453.0029608458,74187.5329904543,2018-02-07
"FG0014",5137,"4100",7,592472.023868158,598396.74410684,2018-02-07
"FG0014",5137,"4100",7,592472.023868158,598396.74410684,2018-02-07
"FG0014",5137,"4100",7,592472.023868158,598396.74410684,2018-02-07
"FG0014",5137,"4100",5,384872.382061869,388721.105882488,2018-02-07
"FG0003",5137,"4100",6,484091.705899626,488932.622958622,2018-02-09
"FG0003",5137,"4100",5,380291.884996474,384094.803846439,2018-02-09
"FG0023",5137,"4100",6,487827.884180933,492706.163022743,2018-02-12
"FG0023",5137,"4100",3,176263.54099299,178026.17640292,2018-02-13
"FG0001",5137,"4100",10,883770.35901159,892608.062601706,2018-02-13
"FG0014",5137,"4100",11,1006517.14413124,1016582.31557256,2018-02-14
"FG0001",5137,"4100",10,883605.478533089,892441.53331842,2018-02-14
"FG0014",5137,"4100",4,279918.397809237,282717.58178733,2018-02-14
"FG0003",5137,"4100",2,67903.1394160539,68582.1708102144,2018-02-15
"FG0023",5137,"4100",3,175768.899557486,177526.588553061,2018-02-16
"FG0001",5137,"4100",2,52712.2698724419,53239.3925711663,2018-02-17
"FG0014",5137,"4100",2,71824.1145674437,72542.3557131182,2018-02-17
"FG0003",5137,"4100",6,482772.66207163,487600.388692347,2018-02-17
"FG0002",5137,"4100",3,176162.785008609,177924.412858695,2018-02-17
"FG0001",5137,"4100",3,156512.090775579,158077.211683335,2018-02-17
"FG0001",5137,"4100",6,467911.553485021,472590.669019871,2018-02-17
"FG0003",5137,"4100",6,482772.66207163,487600.388692347,2018-02-17
"FG0003",5137,"4100",7,586572.482974768,592438.207804515,2018-02-17
"FG0003",5137,"4100",3,171373.199362189,173086.93135581,2018-02-17
"FG0014",5137,"4100",2,71329.4731319398,72042.7678632592,2018-02-20
"FG0002",5137,"4100",2,71868.322669968,72587.0058966677,2018-02-20
"FG0023",5137,"4100",7,590308.66125606,596211.747868621,2018-02-20
"FG0023",5137,"4100",6,486343.959874421,491207.399473166,2018-02-21
"FG0014",5137,"4100",3,174964.413556576,176714.057692142,2018-02-21
"FG0014",5137,"4100",3,174964.413556576,176714.057692142,2018-02-21
"FG0014",5137,"4100",1.425,11479.6956341267,11594.4925904679,2018-02-21
"FG0014",5137,"4100",3.575,234649.310575888,236995.803681646,2018-02-21
"FG0001",5137,"4100",8,674851.673377305,681600.190111078,2018-02-21
"FG0001",5137,"4100",8,674851.673377305,681600.190111078,2018-02-21
"FG0001",5137,"4100",1.05,-46557.0818995535,-47022.6527185491,2018-02-21
"FG0001",5137,"4100",1.95,46862.7569132745,47331.3844824073,2018-02-21
"FG0001",5137,"4100",0.475,-106241.978918865,-107304.398708054,2018-02-21
"FG0001",5137,"4100",0.525,-101051.987873703,-102062.50775244,2018-02-21
"FG0002",5137,"4100",4,279303.083997756,282096.114837734,2018-02-21
"FG0001",5137,"4100",1,-51747.0729447156,-52264.5436741628,2018-02-21
"FG0002",5137,"4100",2,71703.4421914667,72420.4766133814,2018-02-21
"FG0014",5137,"4100",6,486363.876266018,491227.515028678,2018-02-21
"FG0023",5137,"4100",4,278579.43758963,281365.231965527,2018-02-22
"FG0023",5137,"4100",2,70979.7957833409,71689.5937411743,2018-02-22
"FG0014",5137,"4100",2,70834.8316964358,71543.1800134002,2018-02-23
"FG0014",5137,"4100",5,381739.652970359,385557.049500062,2018-02-26
"FG0001",5137,"4100",2,51228.34556593,51740.6290215893,2018-02-26
"FG0003",5137,"4100",10,896488.021377683,905452.90159146,2018-02-26
"FG0023",5137,"4100",1,-33644.4275123179,-33980.8717874411,2018-02-27
"FG0014",5137,"4100",2,70175.3097824305,70877.0628802548,2018-02-27
"FG0003",5137,"4100",1,-37875.2472291142,-38253.9997014053,2018-02-27
"FG0023",5137,"4100",3,173790.33381547,175528.237153625,2018-02-28
"FG0002",5137,"4100",9,797148.025163963,805119.505415603,2018-02-28
"FG0014",5137,"4100",5.2,402169.85619399,406191.554755929,2018-02-28
"FG0014",5137,"4100",2.8,153050.286026448,154580.788886712,2018-02-28
"FG0001",5137,"4100",1,-52901.2362942249,-53430.2486571671,2018-02-28
"FG0001",5137,"4100",1,-52901.2362942249,-53430.2486571671,2018-02-28
"FG0023",5137,"4100",3,173790.33381547,175528.237153625,2018-02-28
"FG0003",5137,"4100",2,65759.6931955367,66417.2901274921,2018-02-28
"FG0003",5137,"4100",9.85,880588.287285209,889394.170158061,2018-02-28
"FG0003",5137,"4100",5.15,392729.129040435,396656.420330839,2018-02-28
"FG0003",5137,"4100",7,584758.797711253,590606.385688366,2018-02-28
"FG0003",5137,"4100",6,480958.976808116,485768.566576197,2018-02-28
"FG0003",5137,"4100",6,480958.976808116,485768.566576197,2018-02-28
"FG0023",5137,"4100",1,-33809.3079908192,-34147.4010707274,2018-02-28
"FG0001",5137,"4100",7,569897.689124644,575596.66601589,2018-02-28
"FG0003",5137,"4100",7.2,606951.439155057,613020.953546608,2018-03-06
"FG0014",5137,"4100",2.8,154482.963289618,156027.792922515,2018-03-06
"FG0023",5137,"4100",5,382822.65288493,386650.87941378,2018-03-06
"FG0002",5137,"4100",5,383381.418814555,387215.2330027,2018-03-06
"FG0014",5137,"4100",3,175078.046991736,176828.827461653,2018-03-07
"FG0023",5137,"4100",2,71258.3096970022,71970.8927939722,2018-03-07
"FG0014",5137,"4100",3,175078.046991736,176828.827461653,2018-03-07
"FG0023",5137,"4100",2,71258.3096970022,71970.8927939722,2018-03-07
"FG0014",5137,"4100",5,382677.688798025,386504.465686005,2018-03-07
"FG0003",5137,"4100",2.2,87787.4541608393,88665.3287024477,2018-03-07
"FG0002",5137,"4100",4,279416.717432916,282210.884607245,2018-03-07
"FG0014",5137,"4100",10,901676.793313742,910693.561246879,2018-03-07
"FG0023",5137,"4100",2,71093.4292185009,71804.3635106859,2018-03-08
"FG0014",5137,"4100",2,70948.4651315957,71657.9497829117,2018-03-09
"FG0023",5137,"4100",3,174728.369643137,176475.653339568,2018-03-09
"FG0023",5137,"4100",2,70763.6682614982,71471.3049441132,2018-03-10
"FG0002",5137,"4100",2,71322.4341911227,72035.6585330339,2018-03-10
"FG0002",5137,"4100",3,174792.494137272,176540.419078645,2018-03-12
"FG0023",5137,"4100",6,485468.310438588,490322.993542974,2018-03-13
"FG0023",5137,"4100",6,485468.310438588,490322.993542974,2018-03-13
"FG0014",5137,"4100",10,900687.510442749,909694.385547176,2018-03-13
"FG0023",5137,"4100",1,-33530.7940771431,-33866.1020179145,2018-03-13
"FG0014",5137,"4100",2,70288.9432176054,70991.8326497814,2018-03-13
"FG0023",5137,"4100",3,173903.967250645,175643.006923152,2018-03-14
"FG0023",5137,"4100",3,173903.967250645,175643.006923152,2018-03-14
"FG0023",5137,"4100",10,900502.713572651,909507.740708378,2018-03-14
"FG0023",5137,"4100",2,69939.2658690065,70638.6585276966,2018-03-15
"FG0023",5137,"4100",1,-33860.5550341457,-34199.1605844872,2018-03-15
"FG0023",5137,"4100",6,485138.549481586,489989.934976402,2018-03-15
"FG0023",5137,"4100",6,485138.549481586,489989.934976402,2018-03-15
"FG0023",5137,"4100",6,485138.549481586,489989.934976402,2018-03-15
"FG0023",5137,"4100",6,485138.549481586,489989.934976402,2018-03-15
"FG0001",5137,"4100",1,-53117.3638160527,-53648.5374542132,2018-03-16
"FG0001",5137,"4100",0.4,-115397.256357938,-116551.228921517,2018-03-16
"FG0001",5137,"4100",0.5,-105017.274267614,-106067.44701029,2018-03-16
"FG0014",5137,"4100",2,69794.3017821014,70492.2447999224,2018-03-16
"FG0002",5137,"4100",0.8,-54226.6337636411,-54768.9001012775,2018-03-16
"FG0023",5137,"4100",1.5,17874.4749389291,18053.2196883184,2018-03-16
"FG0023",5137,"4100",0.5,-85925.3459642082,-86784.5994238503,2018-03-16
"FG0023",5137,"4100",1.5,17709.5944604278,17886.690405032,2018-03-17
"FG0014",5137,"4100",2,69629.4213036001,70325.7155166361,2018-03-17
"FG0014",5137,"4100",3,173429.242206737,175163.534628805,2018-03-17
"FG0014",5137,"4100",8,692428.346722469,699352.630189693,2018-03-17
"FG0014",5137,"4100",4,277229.06310989,280001.353740989,2018-03-17
"FG0014",5137,"4100",6,484828.704916179,489676.991965341,2018-03-17
"FG0014",5137,"4100",9.3,827368.113896549,835641.795035514,2018-03-17
"FG0014",5137,"4100",6.7,557488.579548374,563063.465343858,2018-03-17
"FG0023",5137,"4100",2,69609.5049120039,70305.5999611239,2018-03-17
"FG0023",5137,"4100",2,69279.7439550012,69972.5413945512,2018-03-19
"FG0023",5137,"4100",3,172914.684379637,174643.831223434,2018-03-20
"FG0023",5137,"4100",2,68949.9829979986,69639.4828279786,2018-03-21
"FG0023",5137,"4100",2,68785.1025194973,69472.9535446923,2018-03-22
"FG0023",5137,"4100",4,276219.863847286,278982.062485758,2018-03-23
"FG0023",5137,"4100",2,68620.222040996,69306.4242614059,2018-03-23
"FG0003",5137,"4100",3.5,220089.133678913,222290.025015702,2018-03-23
"FG0002",5137,"4100",1.5,16784.4360835403,16952.2804443757,2018-03-26
"FG0002",5137,"4100",3,172484.167438254,174209.009112636,2018-03-26
"FG0003",5137,"4100",5,375129.343119621,378880.636550817,2018-03-27
"FG0003",5137,"4100",1.5,11665.089480117,11781.7403749181,2018-03-28
"FG0023",5137,"4100",5,379030.401879415,382820.705898209,2018-03-29
"FG0001",5137,"4100",3,152338.83176972,153862.220087417,2018-03-29
"FG0002",5137,"4100",8,690988.630518481,697898.516823666,2018-03-29
"FG0002",5137,"4100",8,690988.630518481,697898.516823666,2018-03-29
"FG0023",5137,"4100",0.5,-88068.7921847254,-88949.4801065727,2018-03-29
"FG0023",5137,"4100",1,-36168.8817331642,-36530.5705504958,2018-03-29
"FG0023",5137,"4100",4,275230.580976278,277982.88678604,2018-03-29
"FG0023",5137,"4100",9.5,846129.59594357,854590.891903006,2018-03-29
"FG0001",5137,"4100",2,48539.0108665824,49024.4009752482,2018-03-29
"FG0002",5137,"4100",1,-35939.8767605275,-36299.2755281328,2018-03-31
"FG0023",5137,"4100",1.5,15401.2677614242,15555.2804390384,2018-03-31
"FG0023",5137,"4100",1.5,15401.2677614242,15555.2804390384,2018-03-31
"FG0014",5137,"4100",1,-36478.7262985557,-36843.5135615413,2018-03-31
"FG0014",5137,"4100",2,67321.0946045965,67994.3055506425,2018-03-31
"FG0003",5137,"4100",3,166870.179399341,168538.881193335,2018-03-31
"FG0001",5137,"4100",4,255808.891715884,258366.980633043,2018-03-31
"FG0002",5137,"4100",0.5,-87839.7872120887,-88718.1850842096,2018-03-31
"FG0014",5137,"4100",3,171120.915507734,172832.124662811,2018-03-31
"FG0003",5137,"4100",2,63070.358496204,63701.0620811661,2018-03-31
"FG0023",5137,"4100",6,482500.461825579,487325.466443835,2018-03-31
"FG0003",5137,"4100",3.3,199937.444368944,201936.818812633,2018-04-06
"FG0001",5137,"4100",8,672770.613548622,679498.319684108,2018-04-07
"FG0014",5137,"4100",2.5,120983.443276331,122193.277709094,2018-04-07
"FG0014",5137,"4100",2.5,120983.443276331,122193.277709094,2018-04-07
"FG0002",5137,"4100",3,173422.20326592,175156.425298579,2018-04-07
"FG0002",5137,"4100",4,277222.024169073,279994.244410763,2018-04-07
"FG0002",5144,"1100",1,-11632.0587087125,-11748.3792957996,2018-01-01
"FG0002",5144,"1100",0.8,-32721.7838463336,-33049.001684797,2018-01-03
"FG0002",5144,"1100",1.35,24203.2371718884,24445.2695436072,2018-01-04
"FG0002",5144,"1100",5,402413.061554357,406437.192169901,2018-01-08
"FG0002",5144,"1100",3,194813.419748068,196761.553945549,2018-01-08
"FG0002",5144,"1100",2,91013.5988449305,91923.7348333798,2018-01-08
"FG0002",5144,"1100",1,-12786.2220582217,-12914.0842788039,2018-01-08
"FG0002",5144,"1100",3,194813.419748068,196761.553945549,2018-01-08
"FG0001",5144,"1100",1,-32436.9162912518,-32761.2854541643,2018-01-08
"FG0002",5144,"1100",2,90848.7183664292,91757.2055500935,2018-01-09
"FG0002",5144,"1100",4.5,350348.27062428,353851.753330523,2018-01-09
"FG0002",5144,"1100",3.5,246383.569242641,248847.404935068,2018-01-10
"FG0001",5144,"1100",1,-32766.6772482544,-33094.344020737,2018-01-10
"FG0002",5144,"1100",1.25,12833.9722105712,12962.3119326769,2018-01-10
"FG0002",5144,"1100",10,921082.405113071,930293.229164202,2018-01-10
"FG0002",5144,"1100",4.4,339803.408055469,343201.442136024,2018-01-10
"FG0002",5144,"1100",2,90683.8378879279,91590.6762668072,2018-01-10
"FG0002",5144,"1100",0.15,-101345.83078289,-102359.289090719,2018-01-10
"FG0002",5144,"1100",0.1,-106535.821828052,-107601.180046333,2018-01-10
"FG0001",5144,"1100",5,382432.606364325,386256.932427968,2018-01-10
"FG0001",5144,"1100",2,69878.9803054035,70577.7701084575,2018-01-17
"FG0002",5144,"1100",5,400104.734855354,404105.782203907,2018-01-22
"FG0002",5144,"1100",3,192505.093049064,194430.143979555,2018-01-22
"FG0002",5144,"1100",3,192505.093049064,194430.143979555,2018-01-22
"FG0002",5144,"1100",2,88705.272145927,89592.3248673862,2018-01-22
"FG0002",5144,"1100",0.175,-100894.281480819,-101903.224295627,2018-01-23
"FG0002",5144,"1100",1.825,70375.4230093807,71079.1772394745,2018-01-23
"FG0001",5144,"1100",0.5,-86974.9143988192,-87844.6635428074,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",1.5,36475.6007373482,36840.3567447217,2018-01-24
"FG0002",5144,"1100",1.5,36475.6007373482,36840.3567447217,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",2,88375.5111889243,89259.2663008136,2018-01-24
"FG0002",5144,"1100",3,192175.332092062,194097.085412982,2018-01-24
"FG0001",5144,"1100",2,68724.8169558942,69412.0651254532,2018-01-24
"FG0001",5144,"1100",1.05,-29885.0129020959,-30183.8630311169,2018-01-24
"FG0002",5144,"1100",6,503574.794801503,508610.542749518,2018-01-24
"FG0001",5144,"1100",1.3,-3935.05767631531,-3974.40825307846,2018-01-24
"FG0001",5144,"1100",0.55,-81784.923353672,-82602.7725872087,2018-01-24
"FG0001",5144,"1100",0.2,-118114.860669762,-119296.00927646,2018-01-24
"FG0002",5144,"1100",6,503574.794801503,508610.542749518,2018-01-24
"FG0002",5144,"1100",2,87221.34783943,88093.5613178243,2018-01-31
"FG0002",5144,"1100",2,87221.34783943,88093.5613178243,2018-01-31
"FG0002",5144,"1100",11,1021419.73596773,1031633.9333274,2018-01-31
"FG0002",5144,"1100",2,88818.9055810869,89707.0946368977,2018-02-08
"FG0002",5144,"1100",2,88818.9055810869,89707.0946368977,2018-02-08
"FG0002",5144,"1100",6,504018.189193666,509058.371085603,2018-02-08
"FG0002",5144,"1100",2,88654.0251025856,89540.5653536114,2018-02-09
"FG0001",5144,"1100",2,69003.3308695555,69693.364178251,2018-02-09
"FG0001",5144,"1100",2,68838.4503910542,69526.8348949647,2018-02-10
"FG0001",5144,"1100",2,68838.4503910542,69526.8348949647,2018-02-10
"FG0002",5144,"1100",2,88489.1446240842,89374.0360703251,2018-02-10
"FG0001",5144,"1100",1.05,-30101.1404239237,-30402.151828163,2018-02-12
"FG0001",5144,"1100",5,379743.271664992,383540.704381642,2018-02-13
"FG0002",5144,"1100",1,-15805.3177145571,-15963.3708917026,2018-02-13
"FG0001",5144,"1100",2.95,166788.758335054,168456.645918404,2018-02-14
"FG0001",5144,"1100",2,68178.9284770638,68860.7177618344,2018-02-14
"FG0001",5144,"1100",2,68178.9284770638,68860.7177618344,2018-02-14
"FG0001",5144,"1100",0.675,-69355.8342196047,-70049.3925618008,2018-02-14
"FG0001",5144,"1100",0.325,-105685.77153571,-106742.629251067,2018-02-14
"FG0002",5144,"1100",2.1,98044.7243219018,99025.1715651208,2018-02-15
"FG0002",5144,"1100",2,87499.8617530912,88374.8603706221,2018-02-16
"FG0002",5144,"1100",2,87334.9812745899,88208.3310873358,2018-02-17
"FG0001",5144,"1100",5,378753.988793984,382541.528681924,2018-02-19
"FG0002",5144,"1100",3,190805.041220725,192713.091632932,2018-02-19
"FG0002",5144,"1100",3,190805.041220725,192713.091632932,2018-02-19
"FG0001",5144,"1100",1,-36445.2948185951,-36809.747766781,2018-02-19
"FG0002",5144,"1100",2,87005.2203175873,87875.2725207631,2018-02-19
"FG0002",5144,"1100",3,190805.041220725,192713.091632932,2018-02-19
"FG0002",5144,"1100",1,-16794.600585565,-16962.5465914206,2018-02-19
"FG0002",5144,"1100",4,294275.101166874,297217.852178543,2018-02-21
"FG0002",5144,"1100",4,294110.220688373,297051.322895257,2018-02-22
"FG0002",5144,"1100",3,190310.399785221,192213.503783073,2018-02-22
"FG0002",5144,"1100",3,190145.519306719,192046.974499787,2018-02-23
"FG0001",5144,"1100",2,66695.0041705519,67361.9542122574,2018-02-23
"FG0002",5144,"1100",3,190145.519306719,192046.974499787,2018-02-23
"FG0002",5144,"1100",2,86345.698403582,87209.1553876178,2018-02-23
"FG0002",5144,"1100",2,86345.698403582,87209.1553876178,2018-02-23
"FG0001",5144,"1100",1.25,-11319.7419853061,-11432.9394051592,2018-02-24
"FG0014",5144,"1100",5,397041.431096479,401011.845407444,2018-02-24
"FG0002",5144,"1100",3,189980.638828218,191880.4452165,2018-02-24
"FG0002",5144,"1100",4,293780.45973137,296718.264328684,2018-02-24
"FG0002",5144,"1100",3,189650.877871215,191547.386649928,2018-02-26
"FG0002",5144,"1100",1,-17948.7639350742,-18128.251574425,2018-02-26
"FG0002",5144,"1100",4,293450.698774368,296385.205762111,2018-02-26
"FG0002",5144,"1100",0.85,-33518.7370705456,-33853.924441251,2018-02-26
"FG0002",5144,"1100",2,85686.1764895767,86543.0382544725,2018-02-27
"FG0002",5144,"1100",3,189485.997392714,191380.857366641,2018-02-27
"FG0002",5144,"1100",1,-18113.6444135755,-18294.7808577113,2018-02-27
"FG0002",5144,"1100",0.325,-88178.5235231966,-89060.3087584285,2018-02-27
"FG0002",5144,"1100",2.5,137586.086941153,138961.947810564,2018-02-27
"FG0002",5144,"1100",2,85686.1764895767,86543.0382544725,2018-02-27
"FG0001",5144,"1100",0.5,-89829.1295766681,-90727.4208724348,2018-02-28
"FG0002",5144,"1100",1.15,-2708.55175660551,-2735.63727417156,2018-02-28
"FG0002",5144,"1100",4.2,313880.901997983,317019.711017963,2018-02-28
"FG0002",5144,"1100",0.3,-90938.3995242715,-91847.7835195142,2018-02-28
"FG0002",5144,"1100",8,708320.221429944,715403.423644244,2018-02-28
"FG0002",5144,"1100",0.575,-62393.4487759024,-63017.3832636614,2018-02-28
"FG0002",5144,"1100",3,190918.674655885,192827.861402443,2018-03-05
"FG0002",5144,"1100",3,190918.674655885,192827.861402443,2018-03-05
"FG0002",5144,"1100",3,190753.794177383,192661.332119157,2018-03-06
"FG0002",5144,"1100",6,502153.256886825,507174.789455693,2018-03-06
"FG0002",5144,"1100",5,398023.67502667,402003.911776937,2018-03-08
"FG0002",5144,"1100",2,86459.3318387419,87323.9251571293,2018-03-09
