"Material.group","Plant","Sales.Office","Billing.Qty.Base.UoM","Lower_Predicted_Value","Higher_Predicted_Value","Date"
"FG0002",5010,"2000",16,1547363.94092292,1562837.58033215,2018-01-28
"FG0002",5010,"2000",16,1547363.94092292,1562837.58033215,2018-01-28
"FG0003",5010,"2000",21,2061573.45979221,2082189.19439013,2018-01-28
"FG0002",5010,"2100",16,1546014.90104562,1561475.05005608,2018-01-28
"FG0002",5010,"2100",10,923215.975626752,932448.135383019,2018-01-28
"FG0003",5010,"2100",10,918426.389980331,927610.653880134,2018-01-28
"FG0023",5010,"2100",6,507457.926084563,512532.505345409,2018-01-28
"FG0002",5010,"1000",5,425090.42934449,429341.333637935,2018-01-28
"FG0003",5010,"2100",20,1956424.59901178,1975988.8450019,2018-01-28
"FG0001",5010,"2100",5,384566.176878005,388411.838646785,2018-01-28
"FG0002",5010,"1000",15,1463088.63837594,1477719.5247597,2018-01-28
"FG0001",5010,"2100",21,2045363.31132831,2065816.94444159,2018-01-28
"FG0001",5010,"1000",14.958,1439078.35166498,1453469.13518163,2018-01-28
"FG0023",5010,"2000",19.96,1957852.46576974,1977430.99042744,2018-01-28
"FG0023",5010,"2000",5,405007.145058706,409057.216509293,2018-01-28
"FG0023",5010,"2000",15.907,1537151.7916493,1552523.30956579,2018-01-28
"FG0023",5010,"2000",20.892,2054593.89885147,2075139.83783998,2018-01-28
"FG0002",5010,"2000",20,1962398.34405699,1982022.32749756,2018-01-29
"FG0023",5010,"1100",15,1467551.49039207,1482227.00529599,2018-01-29
"FG0002",5010,"2000",16,1547199.06044441,1562671.05104886,2018-01-29
"FG0003",5010,"2000",21,2061408.57931371,2082022.66510685,2018-01-29
"FG0014",5010,"1100",15,1467571.40678367,1482247.12085151,2018-01-29
"FG0023",5010,"1100",20,1986550.59490779,2006416.10085687,2018-01-29
"FG0014",5010,"2000",16,1546660.21090639,1562126.81301545,2018-01-29
"FG0003",5010,"2000",25,2476607.86292629,2501373.94155555,2018-01-29
"FG0023",5010,"1000",15,1462364.99196781,1476988.64188749,2018-01-29
"FG0023",5010,"1000",5,424366.782936364,428610.450765728,2018-01-29
"FG0003",5010,"2100",16,1541060.4349207,1556471.03926991,2018-01-29
"FG0003",5010,"2000",25,2476607.86292629,2501373.94155555,2018-01-29
"FG0003",5010,"2000",21,2061408.57931371,2082022.66510685,2018-01-29
"FG0003",5010,"2000",21,2061408.57931371,2082022.66510685,2018-01-29
"FG0002",5010,"2100",16,1545850.02056712,1561308.52077279,2018-01-29
"FG0003",5010,"2000",25,2476607.86292629,2501373.94155555,2018-01-29
"FG0014",5010,"2000",21,2065659.3154221,2086315.90857632,2018-01-29
"FG0002",5010,"1000",15,1462923.75789744,1477552.99547641,2018-01-29
"FG0002",5010,"1000",5,424925.548865989,429174.804354649,2018-01-29
"FG0002",5010,"2000",11,1028199.9559287,1038481.95548799,2018-01-29
"FG0014",5010,"2000",10,923861.285487518,933099.898342393,2018-01-29
"FG0002",5010,"2000",15,1443399.23954128,1457833.23193669,2018-01-29
"FG0002",5010,"2000",13,1235799.59773499,1248157.59371234,2018-01-29
"FG0002",5010,"2000",3,197801.38870354,199779.402590575,2018-01-29
"FG0001",5010,"2000",16,1527548.36621138,1542823.8498735,2018-01-29
"FG0001",5010,"2000",16,1527548.36621138,1542823.8498735,2018-01-29
"FG0001",5010,"2000",21,2046547.4707271,2067012.94543437,2018-01-29
"FG0001",5010,"4200",21,2054225.07134984,2074767.32206334,2018-01-29
"FG0014",5010,"1000",15,1462384.90835941,1477008.757443,2018-01-29
"FG0022",5010,"1000",16,1495204.96970034,1510157.01939734,2018-01-29
"FG0022",5010,"1000",16,1495204.96970034,1510157.01939734,2018-01-29
"FG0014",5010,"4200",21,2073336.91604485,2094070.28520529,2018-01-29
"FG0002",5010,"1000",2,113526.086156562,114661.347018128,2018-01-29
"FG0002",5010,"1100",15,1468110.2563217,1482791.35888492,2018-01-29
"FG0002",5010,"1000",14,1359123.93699428,1372715.17636423,2018-01-29
"FG0003",5010,"2000",13,1231010.01208857,1243320.11220945,2018-01-29
"FG0003",5010,"2000",8,712010.907572851,719131.016648579,2018-01-29
"FG0002",5010,"1100",15,1468110.2563217,1482791.35888492,2018-01-29
"FG0023",5010,"2000",9,820041.548192784,828241.963674712,2018-01-29
"FG0023",5010,"2000",12,1131441.01090221,1142755.42101123,2018-01-29
"FG0002",5010,"1000",15,1462923.75789744,1477552.99547641,2018-01-29
"FG0002",5010,"1000",5,424925.548865989,429174.804354649,2018-01-29
"FG0023",5010,"2000",21,2065639.39903051,2086295.79302081,2018-01-29
"FG0001",5010,"4200",21,2054225.07134984,2074767.32206334,2018-01-29
"FG0001",5010,"4200",21,2054225.07134984,2074767.32206334,2018-01-29
"FG0002",5010,"1000",10,943924.653381705,953363.899915522,2018-01-29
"FG0002",5010,"1000",15,1462923.75789744,1477552.99547641,2018-01-29
"FG0001",5010,"4200",21,2054225.07134984,2074767.32206334,2018-01-29
"FG0002",5010,"1000",15,1462923.75789744,1477552.99547641,2018-01-29
"FG0001",5010,"3000",21,2038152.41936214,2058533.94355576,2018-01-29
"FG0023",5010,"2000",6.5,560541.995934919,566147.415894268,2018-01-29
"FG0023",5010,"1300",16,1574418.66291288,1590162.849542,2018-01-29
"FG0023",5010,"2000",9.5,871941.45864436,880660.873230804,2018-01-29
"FG0023",5010,"2000",16,1546640.29451479,1562106.69745994,2018-01-29
"FG0023",5010,"2000",19.966,1958310.38421667,1977893.48805883,2018-01-29
"FG0023",5010,"1000",5,424366.782936364,428610.450765728,2018-01-29
"FG0023",5010,"1000",15,1462364.99196781,1476988.64188749,2018-01-29
"FG0002",5010,"1000",10,943924.653381705,953363.899915522,2018-01-29
"FG0001",5010,"1000",6,509074.675536111,514165.422291472,2018-01-29
"FG0014",5010,"4200",21,2073336.91604485,2094070.28520529,2018-01-29
"FG0014",5010,"4200",21,2073336.91604485,2094070.28520529,2018-01-29
"FG0023",5010,"1000",10,943365.887452081,952799.546326602,2018-01-29
"FG0001",5010,"2100",16,1526199.32633409,1541461.31959743,2018-01-29
"FG0002",5010,"1000",15,1462923.75789744,1477552.99547641,2018-01-29
"FG0014",5010,"1000",9.026,842284.778284013,850707.626066853,2018-01-29
"FG0023",5010,"1000",20,1981364.09648353,2001177.73744836,2018-01-29
"FG0022",5010,"1000",16,1495204.96970034,1510157.01939734,2018-01-29
"FG0014",5010,"2100",21,2064310.27554481,2084953.37830026,2018-01-29
"FG0003",5010,"2000",21,2061408.57931371,2082022.66510685,2018-01-29
"FG0014",5010,"1000",15,1462384.90835941,1477008.757443,2018-01-29
"FG0003",5010,"2100",21,2060059.53943641,2080660.13483078,2018-01-29
"FG0002",5010,"2000",6,509200.851412982,514292.859927112,2018-01-29
"FG0002",5010,"2000",4,301601.209606692,304617.221702759,2018-01-29
"FG0001",5010,"2000",15,1423748.54530825,1437986.03076133,2018-01-29
"FG0023",5010,"2100",7,611092.866509199,617203.795174291,2018-01-29
"FG0001",5010,"2100",16,1526199.32633409,1541461.31959743,2018-01-29
"FG0001",5010,"2100",5,384401.296399504,388245.309363499,2018-01-29
"FG0023",5010,"1400",3,202510.506116077,204535.611177238,2018-01-29
"FG0023",5010,"1400",2,98710.68521294,99697.7920650694,2018-01-29
"FG0014",5010,"1400",3,202530.422507674,204555.72673275,2018-01-29
"FG0002",5010,"1400",8,722068.376561433,729289.060327047,2018-01-29
"FG0014",5010,"1200",8,739410.945669189,746805.055125881,2018-01-29
"FG0014",5010,"1000",15,1462384.90835941,1477008.757443,2018-01-29
"FG0003",5010,"1200",13,1254159.31407651,1266700.90721728,2018-01-29
"FG0002",5010,"1000",1,9726.26525340974,9823.52790594384,2018-01-29
"FG0003",5010,"2000",21,2061408.57931371,2082022.66510685,2018-01-29
"FG0014",5010,"1000",15,1462384.90835941,1477008.757443,2018-01-29
"FG0002",5010,"1300",10,952178.503423631,961700.288457867,2018-01-29
"FG0014",5010,"1000",10,943385.803843677,952819.661882114,2018-01-29
"FG0002",5010,"1000",5,424925.548865989,429174.804354649,2018-01-29
"FG0001",5010,"4200",21,2054225.07134984,2074767.32206334,2018-01-29
"FG0001",5010,"4200",4,289628.115996405,292524.39715637,2018-01-29
"FG0001",5010,"2000",21,2046547.4707271,2067012.94543437,2018-01-29
"FG0014",5010,"3000",17,1642064.98044457,1658485.63024901,2018-01-29
"FG0023",5010,"1100",11,1052352.20677949,1062875.72884729,2018-01-29
"FG0014",5010,"1100",4,325773.376849085,329031.110617576,2018-01-29
"FG0003",5010,"1100",5,425322.46164383,429575.686260268,2018-01-29
"FG0023",5010,"1300",9,847819.916590869,856298.115756778,2018-01-29
"FG0001",5010,"2100",21,2045198.43084981,2065650.4151583,2018-01-29
"FG0001",5010,"4200",17,1639025.78773727,1655416.04561464,2018-01-29
"FG0001",5010,"2100",5,384401.296399504,388245.309363499,2018-01-29
"FG0001",5010,"4200",8,704827.399608985,711875.673605074,2018-01-29
"FG0001",5010,"3000",4,273555.464008704,276291.018648791,2018-01-29
"FG0001",5010,"4200",21,2054060.19087134,2074600.79278006,2018-01-30
"FG0023",5010,"1000",15,1462200.11148931,1476822.1126042,2018-01-30
"FG0002",5010,"1300",15,1471012.72746086,1485722.85473547,2018-01-30
"FG0001",5010,"4100",21,2054493.75157265,2075038.68908838,2018-01-30
"FG0023",5010,"1000",20,1981199.21600503,2001011.20816508,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0002",5010,"3000",16,1538639.12860096,1554025.51988696,2018-01-30
"FG0003",5010,"2000",6,504246.38528806,509288.84914094,2018-01-30
"FG0001",5010,"2000",1,-29613.827814281,-29909.9660924238,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0003",5010,"2000",6,504246.38528806,509288.84914094,2018-01-30
"FG0001",5010,"1300",27,2696959.88406555,2723929.48290621,2018-01-30
"FG0014",5010,"4200",11,1035173.82653491,1045525.56480026,2018-01-30
"FG0003",5010,"4200",14,1342322.55313595,1355745.77866731,2018-01-30
"FG0002",5010,"1100",11,1052746.09223062,1063273.55315292,2018-01-30
"FG0003",5010,"1100",6,528957.402068481,534246.976089166,2018-01-30
"FG0023",5010,"1000",20,1981199.21600503,2001011.20816508,2018-01-30
"FG0022",5010,"1000",15,1391240.2683187,1405152.67100188,2018-01-30
"FG0001",5010,"2100",25,2460232.83398388,2484835.16232372,2018-01-30
"FG0014",5010,"1100",3,221808.675467432,224026.762222106,2018-01-30
"FG0014",5010,"4200",21,2073172.03556634,2093903.75592201,2018-01-30
"FG0001",5010,"2100",8,695635.878630444,702592.237416749,2018-01-30
"FG0001",5010,"2100",13,1214634.98314616,1226781.33297762,2018-01-30
"FG0001",5010,"2100",21,2045033.5503713,2065483.88587502,2018-01-30
"FG0023",5010,"1300",20.852,2077890.51345643,2098669.418591,2018-01-30
"FG0001",5010,"1000",8,716509.436863899,723674.531232538,2018-01-30
"FG0022",5010,"1000",8,664641.521996692,671287.937216659,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0002",5010,"4000",21,2067378.06297645,2088051.84360621,2018-01-30
"FG0001",5010,"2100",25,2460232.83398388,2484835.16232372,2018-01-30
"FG0001",5010,"2100",25,2460232.83398388,2484835.16232372,2018-01-30
"FG0001",5010,"2100",16,1526034.44585559,1541294.79031414,2018-01-30
"FG0023",5010,"4000",25,2482018.5806594,2506838.766466,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0001",5010,"2100",21,2045033.5503713,2065483.88587502,2018-01-30
"FG0014",5010,"1100",15,1467406.52630517,1482080.59156822,2018-01-30
"FG0002",5010,"2000",16,1547034.17996591,1562504.52176557,2018-01-30
"FG0002",5010,"1300",15,1471012.72746086,1485722.85473547,2018-01-30
"FG0001",5010,"2100",21,2045033.5503713,2065483.88587502,2018-01-30
"FG0002",5010,"2000",5,405236.150031328,409288.511531641,2018-01-30
"FG0022",5010,"2000",16,1475515.57086568,1490270.72657433,2018-01-30
"FG0023",5010,"2000",20,1961674.69764887,1981291.44462536,2018-01-30
"FG0014",5010,"2000",16,1546495.33042789,1561960.28373216,2018-01-30
"FG0001",5010,"2000",16,1527383.48573288,1542657.32059021,2018-01-30
"FG0001",5010,"2100",25,2460232.83398388,2484835.16232372,2018-01-30
"FG0001",5010,"4200",16,1535061.08635563,1550411.69721918,2018-01-30
"FG0002",5010,"1100",15,1467945.3758432,1482624.82960163,2018-01-30
"FG0002",5010,"4200",5,412913.750654072,417042.888160612,2018-01-30
"FG0014",5010,"2000",21,2065494.4349436,2086149.37929304,2018-01-30
"FG0014",5010,"4200",5,412374.901116043,416498.650127204,2018-01-30
"FG0014",5010,"4200",16,1554172.93105063,1569714.66036113,2018-01-30
"FG0002",5010,"2000",15,1443234.35906278,1457666.7026534,2018-01-30
"FG0014",5010,"1300",11,1055274.59431025,1065827.34025336,2018-01-30
"FG0002",5010,"2000",16,1547034.17996591,1562504.52176557,2018-01-30
"FG0014",5010,"1300",5,432475.668891385,436800.425580299,2018-01-30
"FG0014",5010,"1000",15,1462220.02788091,1476842.22815972,2018-01-30
"FG0001",5010,"1100",10,929295.577094436,938588.53286538,2018-01-30
"FG0001",5010,"2100",21,2045033.5503713,2065483.88587502,2018-01-30
"FG0002",5010,"4100",20,1970344.62490255,1990048.07115157,2018-01-30
"FG0014",5010,"1200",5,427846.602481246,432125.068506058,2018-01-30
"FG0003",5010,"1100",5,425157.581165329,429409.156976982,2018-01-30
"FG0001",5010,"4100",1,-21502.666490227,-21717.6931551293,2018-01-30
"FG0023",5010,"1000",15,1462200.11148931,1476822.1126042,2018-01-30
"FG0001",5010,"2100",10,903235.520436719,912267.875641086,2018-01-30
"FG0014",5010,"2100",16,1545146.29055059,1560597.7534561,2018-01-30
"FG0001",5010,"1300",15,1451362.03322783,1465875.65356011,2018-01-30
"FG0002",5010,"2100",6,507686.931057185,512763.800367757,2018-01-30
"FG0022",5010,"1000",16,1495040.08922184,1509990.49011405,2018-01-30
"FG0023",5010,"1000",15,1462200.11148931,1476822.1126042,2018-01-30
"FG0022",5010,"1000",15,1391240.2683187,1405152.67100188,2018-01-30
"FG0014",5010,"3000",21,2057099.38357864,2077670.37741443,2018-01-30
"FG0014",5010,"2100",10,922347.365131721,931570.838783038,2018-01-30
"FG0014",5010,"2100",6,507148.081519157,512219.562334348,2018-01-30
"FG0023",5010,"1300",25,2508452.17056267,2533536.6922683,2018-01-30
"FG0014",5010,"3000",10,915301.353644058,924454.367180499,2018-01-30
"FG0023",5010,"3000",11,1019081.25815561,1029272.07073717,2018-01-30
"FG0014",5010,"1000",15,1462220.02788091,1476842.22815972,2018-01-30
"FG0001",5010,"2100",16,1526034.44585559,1541294.79031414,2018-01-30
"FG0002",5010,"1200",15,1466383.66105072,1481047.49766123,2018-01-30
"FG0014",5010,"2000",21,2065494.4349436,2086149.37929304,2018-01-30
"FG0014",5010,"4200",21,2073172.03556634,2093903.75592201,2018-01-30
"FG0001",5010,"2100",16,1526034.44585559,1541294.79031414,2018-01-30
"FG0014",5010,"2000",16,1546495.33042789,1561960.28373216,2018-01-30
"FG0014",5010,"1100",15,1467406.52630517,1482080.59156822,2018-01-30
"FG0014",5010,"1100",15,1467406.52630517,1482080.59156822,2018-01-30
"FG0002",5010,"2000",7,612835.791837618,618964.149755994,2018-01-30
"FG0003",5010,"2000",8,711846.027094349,718964.487365293,2018-01-30
"FG0003",5010,"1200",9.5,890695.060437009,899602.011041379,2018-01-30
"FG0023",5010,"1200",6.5,583526.417444363,589361.681618807,2018-01-30
"FG0002",5010,"2100",8,715286.572863474,722439.438592109,2018-01-30
"FG0003",5010,"2000",6,504246.38528806,509288.84914094,2018-01-30
"FG0014",5010,"2000",15,1442695.50952475,1457122.46462,2018-01-30
"FG0014",5010,"1300",10,951474.773407102,960989.521141173,2018-01-30
"FG0014",5010,"1300",5,432475.668891385,436800.425580299,2018-01-30
"FG0001",5010,"2100",18,1733634.08766188,1750970.4285385,2018-01-30
"FG0014",5010,"4200",5,412374.901116043,416498.650127204,2018-01-30
"FG0023",5010,"4200",16,1554153.01465903,1569694.54480562,2018-01-30
"FG0014",5010,"2000",16,1546495.33042789,1561960.28373216,2018-01-30
"FG0014",5010,"2100",16,1545146.29055059,1560597.7534561,2018-01-30
"FG0014",5010,"2100",5,403348.260616004,407381.743222165,2018-01-30
"FG0002",5010,"1300",16,1574812.548364,1590560.67384764,2018-01-30
"FG0014",5010,"4000",6,509841.899891272,514940.318890185,2018-01-30
"FG0014",5010,"4000",6,509841.899891272,514940.318890185,2018-01-30
"FG0014",5010,"4000",9,821241.362600699,829453.776226706,2018-01-30
"FG0014",5010,"1000",15,1462220.02788091,1476842.22815972,2018-01-30
"FG0003",5010,"4200",7,615723.80681394,621881.04488208,2018-01-30
"FG0014",5010,"2000",21,2065494.4349436,2086149.37929304,2018-01-30
"FG0001",5010,"4200",4,289463.235517904,292357.867873083,2018-01-30
"FG0001",5010,"4200",5,393263.056421041,397195.686985252,2018-01-30
"FG0023",5010,"4200",5,412354.984724447,416478.534571692,2018-01-30
"FG0023",5010,"1000",15,1462200.11148931,1476822.1126042,2018-01-30
"FG0014",5010,"1200",13,1258245.1697064,1270827.62140347,2018-01-30
"FG0003",5010,"1200",2,112196.403663427,113318.367700061,2018-01-30
"FG0001",5010,"2000",21,2046382.5902486,2066846.41615109,2018-01-30
"FG0001",5010,"2100",21,2045033.5503713,2065483.88587502,2018-01-30
"FG0023",5010,"1300",7.5,691955.304757655,698874.857805231,2018-01-30
"FG0023",5010,"1300",7.5,691955.304757655,698874.857805231,2018-01-30
"FG0001",5010,"1000",16,1546908.00408904,1562377.08412993,2018-01-30
"FG0023",5010,"1000",5,424201.902457863,428443.921482442,2018-01-30
"FG0023",5010,"2000",16,1546475.41403629,1561940.16817665,2018-01-30
"FG0001",5010,"2000",21,2046382.5902486,2066846.41615109,2018-01-30
"FG0001",5010,"3000",20,1934187.7179805,1953529.59516031,2018-01-30
"FG0014",5010,"2100",3,195748.618809715,197706.104997812,2018-01-30
"FG0014",5010,"2100",11,1026147.18603487,1036408.65789522,2018-01-30
"FG0014",5010,"2100",2,91948.7979065776,92868.2858856434,2018-01-30
"FG0023",5010,"4100",2,101389.082716331,102402.973543494,2018-01-30
"FG0014",5010,"4100",7,620408.103623644,626612.18465988,2018-01-30
"FG0001",5010,"4100",7,601296.258928642,607309.221517928,2018-01-30
"FG0002",5010,"1000",20,1981757.98193465,2001575.561754,2018-01-30
"FG0001",5010,"1000",1,-10089.3094581217,-10190.2025527029,2018-01-30
"FG0023",5010,"1000",20,1981199.21600503,2001011.20816508,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0002",5010,"4000",5,406580.928526148,410646.73781141,2018-01-30
"FG0002",5010,"4000",8,717980.39123559,725160.195147946,2018-01-30
"FG0001",5010,"4000",8,698329.69700256,705312.993972586,2018-01-30
"FG0023",5010,"1300",15,1470453.96153124,1485158.50114655,2018-01-30
"FG0003",5010,"1300",5,428224.932782993,432507.182110823,2018-01-30
"FG0001",5010,"2100",12,1110835.16224301,1121943.51386544,2018-01-30
"FG0001",5010,"2100",9,799435.699533582,807430.056528918,2018-01-30
"FG0014",5010,"3000",15,1434300.45815979,1448643.46274139,2018-01-30
"FG0002",5010,"2100",20,1960884.4237012,1980493.26793821,2018-01-30
"FG0002",5010,"4200",21,2073710.88510437,2094447.99395542,2018-01-30
"FG0001",5010,"2000",16,1527383.48573288,1542657.32059021,2018-01-30
"FG0014",5010,"2000",25,2480693.71855618,2505500.65574174,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0014",5010,"1000",16,1566019.84878404,1581680.04727188,2018-01-30
"FG0014",5010,"4100",7,620408.103623644,626612.18465988,2018-01-30
"FG0023",5010,"4100",3,205188.903619468,207240.792655663,2018-01-30
"FG0014",5010,"4100",8,724207.924526796,731450.003772064,2018-01-30
"FG0023",5010,"4100",3,205188.903619468,207240.792655663,2018-01-30
"FG0001",5010,"2000",16,1527383.48573288,1542657.32059021,2018-01-30
"FG0014",5010,"1200",15,1465844.81151269,1480503.25962782,2018-01-30
"FG0002",5010,"2000",11,1028035.0754502,1038315.4262047,2018-01-30
"FG0014",5010,"2000",10,923696.405009016,932933.369059107,2018-01-30
"FG0014",5010,"2100",16,1545146.29055059,1560597.7534561,2018-01-30
"FG0023",5010,"2000",16,1546475.41403629,1561940.16817665,2018-01-30
"FG0014",5010,"1400",10,928964.288351178,938253.93123469,2018-01-30
"FG0014",5010,"1400",10,928964.288351178,938253.93123469,2018-01-30
"FG0014",5010,"1300",6,536275.489794537,541638.244692483,2018-01-30
"FG0014",5010,"1300",10,951474.773407102,960989.521141173,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0014",5010,"4000",5,406042.07898812,410102.499778001,2018-01-30
"FG0023",5010,"4000",8,717421.625305966,724595.841559025,2018-01-30
"FG0014",5010,"4000",8,717441.541697562,724615.957114537,2018-01-30
"FG0001",5010,"4200",9,808462.340033621,816546.963433957,2018-01-30
"FG0014",5010,"4200",16,1554172.93105063,1569714.66036113,2018-01-30
"FG0014",5010,"1300",15,1470473.87792283,1485178.61670206,2018-01-30
"FG0002",5010,"1300",13,1263413.08565457,1276047.21651112,2018-01-30
"FG0023",5010,"1300",3,224856.110693499,227104.671800434,2018-01-30
"FG0001",5010,"1000",16,1546908.00408904,1562377.08412993,2018-01-30
"FG0014",5010,"1200",15,1465844.81151269,1480503.25962782,2018-01-30
"FG0023",5010,"2000",14,1338875.77223,1352264.5299523,2018-01-30
"FG0014",5010,"2000",7,612296.94229959,618419.911722585,2018-01-30
"FG0002",5010,"1300",9,848213.802041993,856695.940062413,2018-01-30
"FG0001",5010,"1300",5,413363.824196383,417497.462438347,2018-01-30
"FG0001",5010,"1300",2,101964.361486956,102984.005101826,2018-01-30
"FG0001",5010,"2100",16,1526034.44585559,1541294.79031414,2018-01-30
"FG0014",5010,"1000",15,1462220.02788091,1476842.22815972,2018-01-30
"FG0014",5010,"1000",4,320421.997946322,323626.217925785,2018-01-30
"FG0023",5010,"1000",16,1565999.93239245,1581659.93171637,2018-01-30
"FG0002",5010,"4100",5,413347.311355382,417480.784468936,2018-01-30
"FG0014",5010,"4100",16,1554606.49175194,1570152.55666946,2018-01-30
"FG0002",5010,"2100",9,819086.393766612,827277.257704278,2018-01-30
"FG0002",5010,"2100",16,1545685.14008862,1561141.9914895,2018-01-30
"FG0014",5010,"2000",11,1027496.22591217,1037771.18817129,2018-01-30
"FG0014",5010,"2000",4.5,352797.390041724,356325.363942141,2018-01-30
"FG0014",5010,"1200",10,946845.706996962,956314.164066932,2018-01-30
"FG0023",5010,"2100",16,1545126.37415899,1560577.63790058,2018-01-30
"FG0002",5010,"4000",11,1029379.85394502,1039673.65248447,2018-01-30
"FG0023",5010,"4000",10,925021.26711224,934271.479783363,2018-01-30
"FG0023",5010,"1000",20,1981199.21600503,2001011.20816508,2018-01-30
"FG0001",5010,"4000",21,2047727.36874342,2068204.64243085,2018-01-30
"FG0001",5010,"2100",12,1110835.16224301,1121943.51386544,2018-01-30
"FG0001",5010,"2100",4,280436.595017865,283240.960968044,2018-01-30
"FG0001",5010,"2100",15,1422234.62495245,1436456.97120197,2018-01-30
"FG0014",5010,"3000",5,396302.249128342,400265.271619625,2018-01-30
"FG0001",5010,"3000",16,1518988.43436792,1534178.3187116,2018-01-30
"FG0002",5010,"1000",6,528560.48929064,533846.094183546,2018-01-30
"FG0022",5010,"4000",16,1476860.3493605,1491628.9528541,2018-01-30
"FG0001",5010,"2100",25,2460232.83398388,2484835.16232372,2018-01-30
"FG0002",5010,"1300",16,1574812.548364,1590560.67384764,2018-01-30
"FG0002",5010,"1000",6,528560.48929064,533846.094183546,2018-01-30
"FG0014",5010,"1000",3,216622.17704317,218788.398813601,2018-01-30
"FG0002",5010,"2000",15,1443234.35906278,1457666.7026534,2018-01-30
"FG0023",5010,"1300",15,1470453.96153124,1485158.50114655,2018-01-30
"FG0023",5010,"2000",21,2065474.51855201,2086129.26373753,2018-01-30
"FG0001",5010,"2100",16,1526034.44585559,1541294.79031414,2018-01-30
"FG0003",5010,"2000",21,2061243.69883521,2081856.13582356,2018-01-30
"FG0023",5010,"1000",10,943201.00697358,952633.017043315,2018-01-30
"FG0023",5010,"1000",10,943201.00697358,952633.017043315,2018-01-30
"FG0002",5010,"1000",4,320960.84748435,324170.455959194,2018-01-30
"FG0014",5010,"4000",13,1236440.64621328,1248805.05267541,2018-01-30
"FG0001",5010,"4000",4,283130.413389981,285961.717523881,2018-01-30
"FG0022",5010,"1000",8,664641.521996692,671287.937216659,2018-01-30
"FG0014",5010,"4000",4,302242.258084983,305264.680665832,2018-01-30
"FG0023",5010,"1000",4,320402.081554726,323606.102370273,2018-01-30
"FG0002",5010,"2100",26,2583683.34912005,2609520.18261125,2018-01-30
"FG0001",5010,"1200",20,1965732.07133341,1985389.39204674,2018-01-30
"FG0023",5010,"2000",21,2065474.51855201,2086129.26373753,2018-01-30
"FG0014",5010,"2100",15,1441346.46964745,1455759.93434393,2018-01-30
"FG0023",5010,"1000",16,1565999.93239245,1581659.93171637,2018-01-30
"FG0014",5010,"4200",21,2073172.03556634,2093903.75592201,2018-01-30
"FG0001",5010,"1000",16,1546908.00408904,1562377.08412993,2018-01-30
"FG0001",5010,"4200",21,2054060.19087134,2074600.79278006,2018-01-30
"FG0023",5010,"1000",25,2500198.32052074,2525200.30372595,2018-01-30
"FG0001",5010,"2100",26,2564032.65488702,2589672.98143589,2018-01-30
"FG0022",5010,"4000",21,1995859.45387621,2015818.04841497,2018-01-30
"FG0002",5010,"2000",21,2066033.28448163,2086693.61732645,2018-01-30
"FG0002",5010,"1200",20,1985382.76556644,2005236.5932221,2018-01-30
"FG0023",5010,"1300",15,1470453.96153124,1485158.50114655,2018-01-30
"FG0002",5010,"1000",15,1462758.87741894,1477386.46619312,2018-01-30
"FG0014",5010,"1000",5,424221.818849459,428464.037037954,2018-01-30
"FG0003",5010,"1300",12,1154823.679105,1166371.91589605,2018-01-30
"FG0002",5010,"1300",4,329214.697526276,332506.844501539,2018-01-30
"FG0001",5010,"2100",9,799435.699533582,807430.056528918,2018-01-30
"FG0014",5010,"2100",6,507148.081519157,512219.562334348,2018-01-30
"FG0014",5010,"2100",6,507148.081519157,512219.562334348,2018-01-30
"FG0002",5010,"2100",8,715286.572863474,722439.438592109,2018-01-30
"FG0002",5010,"2100",12,1130485.85647604,1141790.7150408,2018-01-30
"FG0023",5010,"2000",8,716076.846811146,723237.615279257,2018-01-30
"FG0023",5010,"2000",8,716076.846811146,723237.615279257,2018-01-30
"FG0014",5010,"2100",10,922347.365131721,931570.838783038,2018-01-30
"FG0002",5010,"2000",21,2065868.40400314,2086527.08804317,2018-01-31
"FG0002",5010,"4100",10,932181.535392612,941503.350746538,2018-01-31
"FG0001",5010,"4100",8.5,756831.109804869,764399.420902917,2018-01-31
"FG0001",5010,"4100",2.5,134032.184386015,135372.506229875,2018-01-31
"FG0001",5010,"2100",12,1110670.28176452,1121776.98458217,2018-01-31
"FG0001",5010,"2100",4,280271.714539379,283074.431684773,2018-01-31
"FG0014",5010,"2000",21,2065329.55446512,2085982.85000977,2018-01-31
"FG0014",5010,"2100",10,922182.484653234,931404.309499767,2018-01-31
"FG0001",5010,"2100",6,487871.356345668,492750.069909125,2018-01-31
"FG0001",5010,"2100",13,1214470.10266767,1226614.80369435,2018-01-31
