Sold_to_party,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Total_Score,FM_Score,customerType
29792,728,17,603681.2129,1,3,3,133,3,At risk
27183,728,26,571216.9135,1,3,3,133,3,At risk
20637,727,26,560079.1412,1,3,3,133,3,At risk
20633,727,26,448732.9315,1,3,3,133,3,At risk
28927,727,25,426304.948,1,3,3,133,3,At risk
27811,727,17,407991.1576,1,3,3,133,3,At risk
30049,728,13,405521.1338,1,3,3,133,3,At risk
29168,728,20,383197.276,1,3,3,133,3,At risk
29302,727,20,376950.2625,1,3,3,133,3,At risk
28229,728,20,293032.321,1,3,2,132,2.5,At risk
28060,728,14,278651.625,1,3,2,132,2.5,At risk
29815,727,12,277402.1217,1,3,2,132,2.5,At risk
29814,727,10,276239.932,1,3,2,132,2.5,At risk
25080,727,21,241130.8095,1,3,2,132,2.5,At risk
21042,728,10,208734.175,1,3,2,132,2.5,At risk
29854,728,10,157821.125,1,3,1,131,2,At risk
27015,728,25,132539.44,1,3,1,131,2,At risk
21897,727,21,116487.0886,1,3,1,131,2,At risk
30083,728,13,97297.70923,1,3,1,131,2,At risk
29876,728,19,95334.43684,1,3,1,131,2,At risk
29223,728,8,1770052.145,1,2,5,125,3.5,At risk
30071,728,8,1137031.25,1,2,4,124,3,At risk
30133,728,7,1078681.064,1,2,4,124,3,At risk
30154,728,4,363612.5,1,2,3,123,2.5,At risk
30108,727,4,181055.4075,1,2,2,122,2,At risk
26255,728,3,176539.7667,1,2,1,121,1.5,Hibernating
30144,728,3,152095,1,2,1,121,1.5,Hibernating
29868,728,3,144611.2,1,2,1,121,1.5,Hibernating
29310,728,8,131449.125,1,2,1,121,1.5,Hibernating
30181,728,5,124362.6,1,2,1,121,1.5,Hibernating
30199,727,1,43771.2,1,1,1,111,1,Hibernating
