Sold_to_party,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Total_Score,FM_Score,customerType
29153,722,34,638469.6459,2,4,3,243,3.5,Loyal
28412,709,45,623793.6478,2,4,3,243,3.5,Loyal
29686,723,54,583858.8065,2,4,3,243,3.5,Loyal
27375,723,66,581880.362,2,4,3,243,3.5,Loyal
20764,722,45,577649.5382,2,4,3,243,3.5,Loyal
29638,725,56,561600.012,2,4,3,243,3.5,Loyal
24509,725,54,558402.0261,2,4,3,243,3.5,Loyal
26565,725,43,552929.6253,2,4,3,243,3.5,Loyal
23023,726,46,545497.7804,2,4,3,243,3.5,Loyal
28722,709,47,537414.2149,2,4,3,243,3.5,Loyal
29635,721,54,516325.5128,2,4,3,243,3.5,Loyal
27644,719,50,509875.8448,2,4,3,243,3.5,Loyal
24007,715,40,498035.8913,2,4,3,243,3.5,Loyal
23523,723,60,497656.5813,2,4,3,243,3.5,Loyal
28469,725,61,469389.7762,2,4,3,243,3.5,Loyal
23555,707,46,452353.8585,2,4,3,243,3.5,Loyal
25382,725,62,451568.6594,2,4,3,243,3.5,Loyal
27752,726,53,451382.2789,2,4,3,243,3.5,Loyal
27913,706,54,449401.687,2,4,3,243,3.5,Loyal
24165,726,40,443333.812,2,4,3,243,3.5,Loyal
20779,721,51,443296.1071,2,4,3,243,3.5,Loyal
24748,707,70,428714.6176,2,4,3,243,3.5,Loyal
28381,726,67,426172.2373,2,4,3,243,3.5,Loyal
20717,726,63,425761.3035,2,4,3,243,3.5,Loyal
24601,723,28,424537.7261,2,4,3,243,3.5,Loyal
28052,721,67,422765.5481,2,4,3,243,3.5,Loyal
28074,726,59,422270.7971,2,4,3,243,3.5,Loyal
28488,721,58,415718.9934,2,4,3,243,3.5,Loyal
24200,724,71,406006.6221,2,4,3,243,3.5,Loyal
29306,721,50,358751.952,2,4,3,243,3.5,Loyal
28179,726,35,351554.5577,2,4,3,243,3.5,Loyal
23038,726,64,350802.1761,2,4,2,242,3,Loyal
27163,722,70,316586.2497,2,4,2,242,3,Loyal
29339,722,45,290188.9311,2,4,2,242,3,Loyal
20870,722,28,285674.7414,2,4,2,242,3,Loyal
29929,722,29,285410.9569,2,4,2,242,3,Loyal
23571,726,71,273526.3693,2,4,2,242,3,Loyal
29486,719,43,262994.6067,2,4,2,242,3,Loyal
29675,701,40,254914.628,2,4,2,242,3,Loyal
20460,725,42,252520.5929,2,4,2,242,3,Loyal
25820,720,32,236205.2641,2,4,2,242,3,Loyal
29620,721,37,231924.8638,2,4,2,242,3,Loyal
25983,726,29,212048.0259,2,4,2,242,3,Loyal
29513,716,38,208373.75,2,4,2,242,3,Loyal
28342,715,54,199672.8952,2,4,2,242,3,Loyal
25081,726,45,196029.0529,2,4,2,242,3,Loyal
22549,725,35,195110.5929,2,4,2,242,3,Loyal
20440,725,44,188507.852,2,4,2,242,3,Loyal
27417,719,42,187016.4133,2,4,2,242,3,Loyal
22095,718,57,184587.1786,2,4,2,242,3,Loyal
29532,725,46,184568.5424,2,4,2,242,3,Loyal
28843,725,66,177698.5218,2,4,1,241,2.5,Need Attention
23682,726,47,168667.7498,2,4,1,241,2.5,Need Attention
20983,715,58,160894.3705,2,4,1,241,2.5,Need Attention
26882,719,36,160762.5458,2,4,1,241,2.5,Need Attention
29187,726,29,144764.1283,2,4,1,241,2.5,Need Attention
29706,718,66,142958.5908,2,4,1,241,2.5,Need Attention
26173,704,31,142838.6442,2,4,1,241,2.5,Need Attention
28537,722,28,134731.3371,2,4,1,241,2.5,Need Attention
24096,716,40,134481.1688,2,4,1,241,2.5,Need Attention
26990,726,56,133851.0982,2,4,1,241,2.5,Need Attention
29089,726,72,133730.4704,2,4,1,241,2.5,Need Attention
26270,726,48,126922.5729,2,4,1,241,2.5,Need Attention
27332,721,37,117673.1362,2,4,1,241,2.5,Need Attention
23407,713,43,106587.2935,2,4,1,241,2.5,Need Attention
22764,722,67,106254.3451,2,4,1,241,2.5,Need Attention
22092,722,54,105652.3583,2,4,1,241,2.5,Need Attention
29081,709,41,99186.77732,2,4,1,241,2.5,Need Attention
22390,722,30,99175.77233,2,4,1,241,2.5,Need Attention
29595,718,37,89312.48784,2,4,1,241,2.5,Need Attention
22436,716,69,77515.62841,2,4,1,241,2.5,Need Attention
28986,707,66,72867.66955,2,4,1,241,2.5,Need Attention
23564,725,62,66221.46855,2,4,1,241,2.5,Need Attention
29741,702,23,1965446.104,2,3,5,235,4,Loyal
30025,719,10,1855133.151,2,3,5,235,4,Loyal
28848,715,20,1850070.662,2,3,5,235,4,Loyal
28641,726,27,1752398.293,2,3,5,235,4,Loyal
29198,703,26,1730016.363,2,3,5,235,4,Loyal
28671,723,24,1668790.697,2,3,5,235,4,Loyal
26513,716,19,1662932.552,2,3,5,235,4,Loyal
25510,715,26,1652753.228,2,3,5,235,4,Loyal
27303,721,27,1617420.274,2,3,5,235,4,Loyal
22608,725,20,1497023.83,2,3,5,235,4,Loyal
25735,722,26,1492856.894,2,3,5,235,4,Loyal
30004,721,16,1445655.403,2,3,5,235,4,Loyal
26459,716,21,1438802.445,2,3,5,235,4,Loyal
24535,726,20,1416196.062,2,3,5,235,4,Loyal
30015,723,24,1398598.65,2,3,5,235,4,Loyal
29259,722,25,1383403.772,2,3,5,235,4,Loyal
21913,719,22,1313453.554,2,3,5,235,4,Loyal
26024,716,22,1284118.544,2,3,5,235,4,Loyal
20166,719,16,1191236.44,2,3,4,234,3.5,Loyal
26230,722,24,1174892.17,2,3,4,234,3.5,Loyal
22767,726,26,1150119.468,2,3,4,234,3.5,Loyal
28901,701,16,1109776.364,2,3,4,234,3.5,Loyal
26100,722,22,1087539.749,2,3,4,234,3.5,Loyal
29826,723,12,1081784.417,2,3,4,234,3.5,Loyal
29946,704,15,1068106.425,2,3,4,234,3.5,Loyal
29689,716,23,1045466.23,2,3,4,234,3.5,Loyal
21656,715,25,1012627.224,2,3,4,234,3.5,Loyal
29112,726,15,987320.238,2,3,4,234,3.5,Loyal
23319,719,20,945709.058,2,3,4,234,3.5,Loyal
28651,713,20,927506.318,2,3,4,234,3.5,Loyal
29540,718,16,911466.2181,2,3,4,234,3.5,Loyal
30006,723,13,894178.9808,2,3,4,234,3.5,Loyal
27897,725,24,846044.6967,2,3,4,234,3.5,Loyal
23940,716,14,821187.4629,2,3,4,234,3.5,Loyal
24655,721,27,771334.6552,2,3,4,234,3.5,Loyal
29591,722,17,744301.9059,2,3,4,234,3.5,Loyal
26761,712,25,706162.6824,2,3,4,234,3.5,Loyal
20332,725,25,704284.1768,2,3,4,234,3.5,Loyal
23109,716,10,657766.864,2,3,3,233,3,Loyal
25353,705,17,637886.4412,2,3,3,233,3,Loyal
25816,715,12,632386.0283,2,3,3,233,3,Loyal
29479,722,25,593354.4524,2,3,3,233,3,Loyal
28972,726,15,562331.04,2,3,3,233,3,Loyal
28916,723,17,556831.9706,2,3,3,233,3,Loyal
29867,715,16,549708.305,2,3,3,233,3,Loyal
24635,702,27,524691.0622,2,3,3,233,3,Loyal
29765,726,24,452704.0833,2,3,3,233,3,Loyal
30017,706,15,452612.0093,2,3,3,233,3,Loyal
29102,701,17,451979.2829,2,3,3,233,3,Loyal
28623,726,26,422988.2304,2,3,3,233,3,Loyal
28084,715,20,415123.176,2,3,3,233,3,Loyal
29095,717,26,414314.6673,2,3,3,233,3,Loyal
30110,726,21,399340.0162,2,3,3,233,3,Loyal
29119,721,10,364832.394,2,3,3,233,3,Loyal
29164,723,22,362536.8673,2,3,3,233,3,Loyal
24887,721,22,349235.2473,2,3,2,232,2.5,Need Attention
21648,725,16,320748.0544,2,3,2,232,2.5,Need Attention
29846,721,25,319795.324,2,3,2,232,2.5,Need Attention
28131,720,27,292320.277,2,3,2,232,2.5,Need Attention
20744,708,15,231101.5967,2,3,2,232,2.5,Need Attention
20614,715,14,218386.5321,2,3,2,232,2.5,Need Attention
27886,726,21,203843.701,2,3,2,232,2.5,Need Attention
30106,711,10,203644.011,2,3,2,232,2.5,Need Attention
29372,714,22,198704.2236,2,3,2,232,2.5,Need Attention
29743,719,22,193453.4659,2,3,2,232,2.5,Need Attention
23468,719,16,185303.4375,2,3,2,232,2.5,Need Attention
21124,725,10,183718.01,2,3,2,232,2.5,Need Attention
29844,716,17,178213.2941,2,3,1,231,2,Need Attention
28600,708,26,169483.0569,2,3,1,231,2,Need Attention
29858,711,18,151008.5167,2,3,1,231,2,Need Attention
29840,718,20,142588.35,2,3,1,231,2,Need Attention
25082,719,26,140068.4931,2,3,1,231,2,Need Attention
26475,711,14,132014.0357,2,3,1,231,2,Need Attention
28471,707,27,123639.2074,2,3,1,231,2,Need Attention
26920,726,19,112756.7216,2,3,1,231,2,Need Attention
20475,726,14,104531.0607,2,3,1,231,2,Need Attention
23476,715,23,97573.46739,2,3,1,231,2,Need Attention
29890,722,13,96124.35692,2,3,1,231,2,Need Attention
29046,721,19,91557.90895,2,3,1,231,2,Need Attention
29918,721,17,91216.76471,2,3,1,231,2,Need Attention
30097,711,10,80982.094,2,3,1,231,2,Need Attention
29835,720,22,78065.19818,2,3,1,231,2,Need Attention
29270,709,13,74678.03846,2,3,1,231,2,Need Attention
29989,715,10,71507.26,2,3,1,231,2,Need Attention
28941,718,18,45565.46333,2,3,1,231,2,Need Attention
21682,721,18,27071.15833,2,3,1,231,2,Need Attention
27686,720,7,1947385.71,2,2,5,225,3.5,Loyal
26135,716,7,1683560.46,2,2,5,225,3.5,Loyal
20176,720,9,1580366.218,2,2,5,225,3.5,Loyal
20071,711,5,1500627.38,2,2,5,225,3.5,Loyal
30131,702,4,1242721.438,2,2,5,225,3.5,Loyal
27817,726,7,839832.9543,2,2,4,224,3,Loyal
30134,702,3,663675.5333,2,2,3,223,2.5,Need Attention
21874,726,6,630571.2233,2,2,3,223,2.5,Need Attention
29574,726,4,491972.31,2,2,3,223,2.5,Need Attention
29870,726,6,346450.0233,2,2,2,222,2,Need Attention
24816,709,4,332295.95,2,2,2,222,2,Need Attention
30107,725,4,307355.5225,2,2,2,222,2,Need Attention
28887,720,3,279385.5,2,2,2,222,2,Need Attention
30166,719,3,236328.3333,2,2,2,222,2,Need Attention
29332,721,7,219775.7143,2,2,2,222,2,Need Attention
30012,707,4,189420.5,2,2,2,222,2,Need Attention
22233,702,5,171701.1,2,2,1,221,1.5,About to sleep
28753,707,7,150537.0143,2,2,1,221,1.5,About to sleep
26941,702,7,141417.5129,2,2,1,221,1.5,About to sleep
30130,706,3,135920.9233,2,2,1,221,1.5,About to sleep
30140,705,3,126035.2067,2,2,1,221,1.5,About to sleep
29549,725,9,106099.43,2,2,1,221,1.5,About to sleep
29757,716,7,99541.74571,2,2,1,221,1.5,About to sleep
30070,707,4,96945.125,2,2,1,221,1.5,About to sleep
30007,707,3,94969.91333,2,2,1,221,1.5,About to sleep
21473,720,5,92497.344,2,2,1,221,1.5,About to sleep
30135,709,6,90753.20833,2,2,1,221,1.5,About to sleep
30112,721,7,86459.43571,2,2,1,221,1.5,About to sleep
30098,711,8,79226.28,2,2,1,221,1.5,About to sleep
26400,714,8,78415.96875,2,2,1,221,1.5,About to sleep
25647,707,4,65958.975,2,2,1,221,1.5,About to sleep
20745,707,3,34077.44667,2,2,1,221,1.5,About to sleep
30175,721,1,1507678,2,1,5,215,3,Loyal
25642,701,2,246153.6,2,1,2,212,1.5,About to sleep
30138,718,2,217411.76,2,1,2,212,1.5,About to sleep
22624,718,2,210805,2,1,2,212,1.5,About to sleep
30150,719,2,142468.8,2,1,1,211,1,About to sleep
30187,725,1,84904.29,2,1,1,211,1,About to sleep
20396,720,2,50879.625,2,1,1,211,1,About to sleep
21729,723,2,43675.2,2,1,1,211,1,About to sleep
23079,728,240,1862982.038,1,5,5,155,5,At risk
21149,728,753,1824642.578,1,5,5,155,5,At risk
22204,728,408,1745417.857,1,5,5,155,5,At risk
21517,728,1004,1717209.752,1,5,5,155,5,At risk
21751,728,326,1679372.948,1,5,5,155,5,At risk
25829,727,373,1668018.881,1,5,5,155,5,At risk
20234,728,199,1628808.11,1,5,5,155,5,At risk
29296,728,105,1610226.118,1,5,5,155,5,At risk
25769,728,157,1602997.329,1,5,5,155,5,At risk
29038,728,381,1602971.394,1,5,5,155,5,At risk
21676,728,1583,1602543.208,1,5,5,155,5,At risk
26910,728,718,1582893.628,1,5,5,155,5,At risk
27906,727,424,1545535.163,1,5,5,155,5,At risk
22083,728,303,1535785.166,1,5,5,155,5,At risk
27790,728,79,1532192.006,1,5,5,155,5,At risk
29681,728,543,1519382.562,1,5,5,155,5,At risk
26701,727,97,1504217.601,1,5,5,155,5,At risk
23277,728,180,1497005.868,1,5,5,155,5,At risk
26207,727,156,1487234.133,1,5,5,155,5,At risk
28041,728,167,1477205.675,1,5,5,155,5,At risk
28441,728,604,1468048.464,1,5,5,155,5,At risk
22575,728,86,1455585.6,1,5,5,155,5,At risk
22646,728,85,1447397.178,1,5,5,155,5,At risk
22400,728,213,1439125.507,1,5,5,155,5,At risk
28737,728,736,1422085.318,1,5,5,155,5,At risk
21827,728,339,1414743.303,1,5,5,155,5,At risk
30026,728,190,1359199.046,1,5,5,155,5,At risk
20100,728,210,1338562.609,1,5,5,155,5,At risk
22029,728,199,1334569.897,1,5,5,155,5,At risk
30016,727,130,1331868.664,1,5,5,155,5,At risk
29313,728,179,1305820.796,1,5,5,155,5,At risk
30034,728,102,1296725.547,1,5,5,155,5,At risk
26912,728,339,1280432.295,1,5,5,155,5,At risk
22389,728,201,1271629.834,1,5,5,155,5,At risk
23455,727,149,1260240.5,1,5,5,155,5,At risk
23276,728,621,1257370.652,1,5,5,155,5,At risk
29283,727,108,1244829.895,1,5,5,155,5,At risk
23001,728,254,1243852.848,1,5,5,155,5,At risk
22688,727,119,1242665.002,1,5,5,155,5,At risk
20997,728,130,1239788.66,1,5,5,155,5,At risk
26661,727,217,1229420.566,1,5,5,155,5,At risk
29029,727,711,1222409.502,1,5,5,155,5,At risk
29947,728,258,1209855.982,1,5,4,154,4.5,At risk
26621,728,868,1199342.315,1,5,4,154,4.5,At risk
26760,728,111,1175968.881,1,5,4,154,4.5,At risk
28062,728,274,1142177.85,1,5,4,154,4.5,At risk
21559,727,122,1126599.099,1,5,4,154,4.5,At risk
21929,728,81,1100424.597,1,5,4,154,4.5,At risk
21437,728,420,1097745.658,1,5,4,154,4.5,At risk
28200,728,84,1088235.177,1,5,4,154,4.5,At risk
21194,728,562,1070207.227,1,5,4,154,4.5,At risk
28947,727,206,987391.782,1,5,4,154,4.5,At risk
29018,728,135,982678.4114,1,5,4,154,4.5,At risk
29722,728,529,965196.2193,1,5,4,154,4.5,At risk
27290,728,122,950179.7745,1,5,4,154,4.5,At risk
29646,727,110,917558.1175,1,5,4,154,4.5,At risk
22197,728,319,916549.0722,1,5,4,154,4.5,At risk
27406,728,81,902354.2093,1,5,4,154,4.5,At risk
26702,728,413,889378.9685,1,5,4,154,4.5,At risk
25669,728,246,872704.3687,1,5,4,154,4.5,At risk
22242,728,74,839509.0541,1,5,4,154,4.5,At risk
25355,728,126,837847.7933,1,5,4,154,4.5,At risk
24525,728,262,832619.4518,1,5,4,154,4.5,At risk
20916,728,1790,815553.0966,1,5,4,154,4.5,At risk
22750,727,102,793058.7968,1,5,4,154,4.5,At risk
24580,728,114,788564.2436,1,5,4,154,4.5,At risk
22262,727,325,785777.9882,1,5,4,154,4.5,At risk
21283,728,146,776756.4016,1,5,4,154,4.5,At risk
22137,728,211,766542.6401,1,5,4,154,4.5,At risk
21669,728,114,763237.5375,1,5,4,154,4.5,At risk
27536,727,153,752177.5773,1,5,4,154,4.5,At risk
21753,727,86,743019.6612,1,5,4,154,4.5,At risk
24925,728,146,740430.1903,1,5,4,154,4.5,At risk
28355,728,94,715434.1066,1,5,4,154,4.5,At risk
20102,728,226,714492.4638,1,5,4,154,4.5,At risk
25524,727,236,711317.3544,1,5,4,154,4.5,At risk
23930,728,193,696738.4686,1,5,4,154,4.5,At risk
21069,727,100,695359.1713,1,5,4,154,4.5,At risk
29278,728,870,686110.8918,1,5,4,154,4.5,At risk
27779,727,204,684973.3928,1,5,4,154,4.5,At risk
28427,728,82,682845.7956,1,5,3,153,4,At risk
26893,728,154,646377.5099,1,5,3,153,4,At risk
20409,728,239,645890.8267,1,5,3,153,4,At risk
21359,728,272,643665.3167,1,5,3,153,4,At risk
28620,728,161,611210.8102,1,5,3,153,4,At risk
28238,728,119,610748.1413,1,5,3,153,4,At risk
28874,728,128,609017.2436,1,5,3,153,4,At risk
25719,728,74,607421.6005,1,5,3,153,4,At risk
22705,728,105,594807.5867,1,5,3,153,4,At risk
23485,728,325,585960.2466,1,5,3,153,4,At risk
23474,727,155,582750.5981,1,5,3,153,4,At risk
25095,728,522,581654.6369,1,5,3,153,4,At risk
28072,728,138,575043.2203,1,5,3,153,4,At risk
27323,728,95,569426.0261,1,5,3,153,4,At risk
23933,728,90,566506.5461,1,5,3,153,4,At risk
23763,728,305,552599.8754,1,5,3,153,4,At risk
21001,728,380,548584.0057,1,5,3,153,4,At risk
29631,728,479,542696.4625,1,5,3,153,4,At risk
28451,728,139,530861.0496,1,5,3,153,4,At risk
21376,728,76,524908.8704,1,5,3,153,4,At risk
29258,727,86,523633.4266,1,5,3,153,4,At risk
25031,727,109,520567.6398,1,5,3,153,4,At risk
30046,728,86,514840.657,1,5,3,153,4,At risk
27933,728,83,512552.4266,1,5,3,153,4,At risk
22560,728,77,512133.8713,1,5,3,153,4,At risk
29832,728,88,500090.606,1,5,3,153,4,At risk
23929,727,517,499256.6766,1,5,3,153,4,At risk
25943,728,99,490501.2896,1,5,3,153,4,At risk
23058,727,85,489179.3116,1,5,3,153,4,At risk
28237,728,332,488033.84,1,5,3,153,4,At risk
27155,728,80,487341.135,1,5,3,153,4,At risk
21814,727,115,482883.8917,1,5,3,153,4,At risk
28857,727,97,460511.2556,1,5,3,153,4,At risk
20721,728,154,442532.9533,1,5,3,153,4,At risk
27269,728,114,436618.2808,1,5,3,153,4,At risk
29032,728,153,436238.5176,1,5,3,153,4,At risk
29691,728,340,422758.4676,1,5,3,153,4,At risk
29194,728,417,411239.9451,1,5,3,153,4,At risk
25684,728,164,409514.049,1,5,3,153,4,At risk
22098,728,112,408420.5069,1,5,3,153,4,At risk
29581,727,136,389440.4857,1,5,3,153,4,At risk
28415,728,87,385005.5079,1,5,3,153,4,At risk
21101,727,85,379982.6705,1,5,3,153,4,At risk
27394,728,194,373462.6496,1,5,3,153,4,At risk
27161,728,216,369461.4566,1,5,3,153,4,At risk
29759,728,614,369327.0414,1,5,3,153,4,At risk
28148,728,274,365742.708,1,5,3,153,4,At risk
25625,727,130,360850.7812,1,5,3,153,4,At risk
26124,728,143,358418.3608,1,5,3,153,4,At risk
20865,728,145,358178.7705,1,5,3,153,4,At risk
22659,728,231,354990.1666,1,5,3,153,4,At risk
27592,728,317,351371.7549,1,5,2,152,3.5,At risk
28446,728,220,350335.625,1,5,2,152,3.5,At risk
21025,728,245,345772.9861,1,5,2,152,3.5,At risk
29409,728,701,342697.5199,1,5,2,152,3.5,At risk
28376,728,103,342075.2549,1,5,2,152,3.5,At risk
27112,728,172,333035.3684,1,5,2,152,3.5,At risk
29184,728,157,332994.3467,1,5,2,152,3.5,At risk
29189,728,147,328711.8314,1,5,2,152,3.5,At risk
21207,728,113,322986.8234,1,5,2,152,3.5,At risk
27278,728,87,319940.2185,1,5,2,152,3.5,At risk
26796,728,388,316901.2318,1,5,2,152,3.5,At risk
21701,728,104,312342.6439,1,5,2,152,3.5,At risk
24855,728,135,309284.0929,1,5,2,152,3.5,At risk
28227,728,138,304309.4325,1,5,2,152,3.5,At risk
28994,728,94,302911.9518,1,5,2,152,3.5,At risk
27880,728,84,301097.056,1,5,2,152,3.5,At risk
20610,727,133,296266.872,1,5,2,152,3.5,At risk
20302,728,401,295215.8878,1,5,2,152,3.5,At risk
28622,728,73,288510.511,1,5,2,152,3.5,At risk
23771,728,353,280860.0929,1,5,2,152,3.5,At risk
27596,728,195,276565.0294,1,5,2,152,3.5,At risk
25203,728,105,272452.1555,1,5,2,152,3.5,At risk
29677,728,129,257980.7591,1,5,2,152,3.5,At risk
24830,728,149,255576.3463,1,5,2,152,3.5,At risk
28527,728,84,252975.3721,1,5,2,152,3.5,At risk
26892,728,666,245176.0225,1,5,2,152,3.5,At risk
28654,727,84,244134.6823,1,5,2,152,3.5,At risk
27720,727,221,241296.2495,1,5,2,152,3.5,At risk
24158,728,270,240760.0129,1,5,2,152,3.5,At risk
28411,728,122,231664.9266,1,5,2,152,3.5,At risk
25251,727,142,222184.3609,1,5,2,152,3.5,At risk
27227,728,150,214893.9293,1,5,2,152,3.5,At risk
24338,728,150,212787.6473,1,5,2,152,3.5,At risk
26780,727,235,203610.7218,1,5,2,152,3.5,At risk
20652,727,211,202451.5807,1,5,2,152,3.5,At risk
25120,727,114,200561.125,1,5,2,152,3.5,At risk
26687,727,221,186981.9346,1,5,2,152,3.5,At risk
27982,728,178,184482.3258,1,5,2,152,3.5,At risk
26879,727,79,183323.2335,1,5,2,152,3.5,At risk
20990,728,152,154584.9999,1,5,1,151,3,At risk
27098,728,95,147165.1837,1,5,1,151,3,At risk
20474,728,93,143348.9386,1,5,1,151,3,At risk
29411,728,118,140327.2769,1,5,1,151,3,At risk
26504,728,77,131194.9931,1,5,1,151,3,At risk
26476,728,273,112284.6018,1,5,1,151,3,At risk
28763,728,211,76483.0791,1,5,1,151,3,At risk
28303,728,54,1664819.255,1,4,5,145,4.5,At risk
26740,728,69,1593073.28,1,4,5,145,4.5,At risk
28879,728,70,1570357.775,1,4,5,145,4.5,At risk
28837,727,32,1546283.216,1,4,5,145,4.5,At risk
29019,728,65,1540788.846,1,4,5,145,4.5,At risk
21443,727,64,1513258.754,1,4,5,145,4.5,At risk
20091,727,52,1485338.793,1,4,5,145,4.5,At risk
20406,727,32,1479359.206,1,4,5,145,4.5,At risk
27298,728,32,1398378.385,1,4,5,145,4.5,At risk
29049,728,31,1324903.179,1,4,5,145,4.5,At risk
27843,727,33,1288837.259,1,4,5,145,4.5,At risk
27907,727,42,1266182.538,1,4,5,145,4.5,At risk
26849,728,65,1248064.383,1,4,5,145,4.5,At risk
28305,728,34,1193988.547,1,4,4,144,4,At risk
28402,728,55,1159797.8,1,4,4,144,4,At risk
27117,728,66,1146138.209,1,4,4,144,4,At risk
30092,728,42,1132048.08,1,4,4,144,4,At risk
25039,728,35,1110457.361,1,4,4,144,4,At risk
21675,727,56,1098683.577,1,4,4,144,4,At risk
21660,727,67,1078009.719,1,4,4,144,4,At risk
25271,727,32,1066283.362,1,4,4,144,4,At risk
25572,727,40,1036537.394,1,4,4,144,4,At risk
24462,727,44,1029184.393,1,4,4,144,4,At risk
21813,727,71,1019980.365,1,4,4,144,4,At risk
24668,727,71,999731.16,1,4,4,144,4,At risk
28491,727,41,992648.1998,1,4,4,144,4,At risk
27115,728,43,900147.7509,1,4,4,144,4,At risk
21015,728,37,899617.3822,1,4,4,144,4,At risk
27229,728,61,889074.1762,1,4,4,144,4,At risk
29336,728,40,875952.7733,1,4,4,144,4,At risk
28183,728,33,846023.7027,1,4,4,144,4,At risk
29291,728,51,844561.1273,1,4,4,144,4,At risk
26831,727,28,841456.1646,1,4,4,144,4,At risk
28134,728,37,802807.6365,1,4,4,144,4,At risk
27134,727,62,801737.0492,1,4,4,144,4,At risk
20754,727,48,790259.5402,1,4,4,144,4,At risk
28849,728,68,784687.2507,1,4,4,144,4,At risk
27209,727,46,767463.2409,1,4,4,144,4,At risk
24923,728,60,765019.3953,1,4,4,144,4,At risk
25461,728,62,714235.4627,1,4,4,144,4,At risk
28851,728,48,698977.415,1,4,4,144,4,At risk
21790,727,33,680633.0688,1,4,3,143,3.5,At risk
27890,727,41,659656.5656,1,4,3,143,3.5,At risk
29593,728,65,643636.2195,1,4,3,143,3.5,At risk
25876,728,32,632143.7422,1,4,3,143,3.5,At risk
20797,728,37,598092.527,1,4,3,143,3.5,At risk
27312,727,40,595704.0745,1,4,3,143,3.5,At risk
27588,727,40,588042.7243,1,4,3,143,3.5,At risk
26215,728,49,549062.2884,1,4,3,143,3.5,At risk
27608,728,53,518071.1432,1,4,3,143,3.5,At risk
27784,728,38,516435.7758,1,4,3,143,3.5,At risk
29817,728,43,515359.9767,1,4,3,143,3.5,At risk
29632,727,66,496132.6709,1,4,3,143,3.5,At risk
25489,728,67,495840.3687,1,4,3,143,3.5,At risk
23618,728,58,481348.2767,1,4,3,143,3.5,At risk
25656,728,62,481137.7927,1,4,3,143,3.5,At risk
28867,727,37,466948.1886,1,4,3,143,3.5,At risk
28598,728,56,462636.6613,1,4,3,143,3.5,At risk
29398,727,35,459054.7311,1,4,3,143,3.5,At risk
30038,728,44,454667.987,1,4,3,143,3.5,At risk
26364,728,61,448365.1385,1,4,3,143,3.5,At risk
22101,728,61,442438.4939,1,4,3,143,3.5,At risk
20250,728,44,441410.5939,1,4,3,143,3.5,At risk
21036,728,63,438809.4397,1,4,3,143,3.5,At risk
29579,727,69,434815.6428,1,4,3,143,3.5,At risk
21041,728,58,434019.774,1,4,3,143,3.5,At risk
21879,728,36,433485.8589,1,4,3,143,3.5,At risk
27873,728,45,424362.8116,1,4,3,143,3.5,At risk
26484,728,72,419149.7868,1,4,3,143,3.5,At risk
21747,728,67,407659.8754,1,4,3,143,3.5,At risk
25654,728,49,386412.8582,1,4,3,143,3.5,At risk
27576,728,65,377318.0766,1,4,3,143,3.5,At risk
29048,727,38,358684.8679,1,4,3,143,3.5,At risk
29748,727,34,356665.0041,1,4,3,143,3.5,At risk
20841,728,71,341307.0185,1,4,2,142,3,At risk
27902,727,67,321356.25,1,4,2,142,3,At risk
30062,728,47,279841.4921,1,4,2,142,3,At risk
28350,728,56,275825.9341,1,4,2,142,3,At risk
22330,728,57,267098.2581,1,4,2,142,3,At risk
24931,727,42,249004.3743,1,4,2,142,3,At risk
29528,728,64,238189.8484,1,4,2,142,3,At risk
28795,728,37,231634.2319,1,4,2,142,3,At risk
26799,728,52,225893.1465,1,4,2,142,3,At risk
29026,728,62,202763.0255,1,4,2,142,3,At risk
25676,728,33,199582.2036,1,4,2,142,3,At risk
25662,728,59,191395.1007,1,4,2,142,3,At risk
29294,727,36,191090.7122,1,4,2,142,3,At risk
29480,728,38,187596.6871,1,4,2,142,3,At risk
26062,728,31,171675.8023,1,4,1,141,2.5,At risk
20679,728,35,168896.7477,1,4,1,141,2.5,At risk
29958,728,56,161030.8018,1,4,1,141,2.5,At risk
28450,727,45,141416.8938,1,4,1,141,2.5,At risk
28456,728,36,124277.9775,1,4,1,141,2.5,At risk
29034,727,33,124252.6591,1,4,1,141,2.5,At risk
29452,727,59,83992.04407,1,4,1,141,2.5,At risk
28457,728,38,79495.24947,1,4,1,141,2.5,At risk
23810,728,36,70153.35694,1,4,1,141,2.5,At risk
28556,728,30,23494.40167,1,4,1,141,2.5,At risk
29082,728,27,1656027.597,1,3,5,135,4,At risk
27308,727,25,1537562.933,1,3,5,135,4,At risk
27096,728,19,1474605.123,1,3,5,135,4,At risk
29896,727,22,1354665.796,1,3,5,135,4,At risk
26838,727,16,1198161.893,1,3,4,134,3.5,At risk
29885,728,22,1167831.897,1,3,4,134,3.5,At risk
29927,727,15,1129616.603,1,3,4,134,3.5,At risk
22548,728,26,1114898.971,1,3,4,134,3.5,At risk
29787,728,22,1108264.666,1,3,4,134,3.5,At risk
29597,727,15,1083320.775,1,3,4,134,3.5,At risk
30116,727,11,985100.55,1,3,4,134,3.5,At risk
28719,728,17,961014.3718,1,3,4,134,3.5,At risk
29997,727,12,735451.9083,1,3,4,134,3.5,At risk
20836,727,12,720999.3992,1,3,4,134,3.5,At risk
20775,727,26,708613.5427,1,3,4,134,3.5,At risk
